ClassID,Rank,MaxLevel,BarrackStance,StartPosX,StartPosY,StartPosZ,SkipStartPosX,SkipStartPosY,SkipStartPosZ,S_StartPosX,S_StartPosY,S_StartPosZ,STR,DEX,CON,INT,MNA,LUCK,JobRate_HP,JobRate_ATK,JobHitCount,JobRate_SP,Revision_ATK,Revision_MATK,Revision_SklATK,DefaultHaveItemCount1,DefaultHaveItemQuickSlot1,DefaultHaveItemCount2,DefaultHaveItemQuickSlot2,DefaultHaveItemCount3,DefaultHaveItemQuickSlot3,DefaultHaveItemCount4,DefaultHaveItemQuickSlot4,DefaultHaveItemCount5,DefaultHaveItemQuickSlot5,DefaultHaveItemCount6,DefaultHaveItemQuickSlot6,DefaultHaveItemCount7,DefaultHaveItemQuickSlot7,JumpSpeed_H,JumpSpeed_V,ClassName,Name,EngName,CtrlType,Initial,Caption1,Caption2,Caption3,Rating,DefaultCostume,Icon,ChangeJobCondition1,ChangeJobCondition2,ChangeJobCondition3,MaleBodyType,FemaleBodyType,Faction,Lock,StartMap,SkipStartMap,StartSingleMap,DefHaveAbil,DefHaveSkill,DPCSkillList,DefHaveSkillVan,DefaultHaveItem1,DefaultHaveItem2,DefaultHaveItem3,DefaultHaveItem4,DefaultHaveItem5,DefaultHaveItem6,DefaultHaveItem7,RH,BODY,SHIRT,OUTER,PANTS,GLOVES,BOOTS,JumpChangeToDir,TabTarget,DefFile_LH,ChangeJobQuest1,ChangeJobQuest2,ChangeJobQuest3,ChangeJobQuest4,ChangeJobQuest5,ChangeJobQuest6,ChangeJobQuest7,ChangeJobQuest8,ChangeJobQuest9,ChangeJobQuest10
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_11,스콰이어,Squire,Warrior,SQR,스콰이어,스콰이어,스콰이어,3/3/3,costume_Char1_8,c_warrior_squire,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_12,무르밀로,Murmillo,Warrior,MUR,무르밀로,무르밀로,무르밀로,3/3/3,costume_Char1_8,c_warrior_squire,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_13,시노비,Shinobi,Warrior,SNB,시노비,시노비,시노비,3/3/3,costume_Char1_8,c_warrior_squire,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,,,,,,,,
0,0,0,22528,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_1,위저드,Wizard,Wizard,WIZ,"마법을 사용하여 상대의 공격을 저지하거나 자신을 보호하는 위저드는 광역 공격을 하는 클래스로, 하나의 대상에 강력한 공격을 퍼붓거나, 다수의 적에게 광역 공격을 할 수 있습니다. ","마법을 사용하여 상대의 공격을 저지하거나 자신을 보호하는 위저드는 광역 공격을 하는 클래스로, 하나의 대상에 강력한 공격을 퍼붓거나, 다수의 적에게 광역 공격을 할 수 있습니다. ","마법을 사용하여 상대의 공격을 저지하거나 자신을 보호하는 위저드는 광역 공격을 하는 클래스로, 하나의 대상에 강력한 공격을 퍼붓거나, 다수의 적에게 광역 공격을 할 수 있습니다. ",3/2/2/2,costume_Char2_1,c_wizard_wizard,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,Sword#Staff#Mace#THStaff,Default#Magic_Attack#Magic_Attack_TH#Common_DaggerAries,Magic_Attack,,Drug_HP1_Q,Drug_SP1_Q,Drug_STA1_Q,Mic,,,Escape_Orb,STF01_101,,TOP01_101,,LEG01_101,,,YES,YES,,JOB_WIZARD1,JOB_WIZARD2_1,JOB_WIZARD3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_2,파이로맨서,FireMage,Wizard,FIM,불을 다루는 파이로맨서는 강력한 화염 지속 마법을 사용하여 다수의 적을 제압합니다.,불을 다루는 파이로맨서는 강력한 화염 지속 마법을 사용하여 다수의 적을 제압합니다.,불을 다루는 파이로맨서는 강력한 화염 지속 마법을 사용하여 다수의 적을 제압합니다.,4/1/2/2,costume_Char2_2,c_wizard_pyromancer,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,JOB_FIREMAGE1,JOB_PYROMANCER2_1,JOB_PYROMANCER3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_3,크리오맨서,FrostMage,Wizard,FRM,빙한을 다루는 크리오맨서는 강력한 마법으로 적을 얼리거나 얼음 장벽으로 적을 가둬 동료을 보조합니다.,빙한을 다루는 크리오맨서는 강력한 마법으로 적을 얼리거나 얼음 장벽으로 적을 가둬 동료을 보조합니다.,빙한을 다루는 크리오맨서는 강력한 마법으로 적을 얼리거나 얼음 장벽으로 적을 가둬 동료을 보조합니다.,3/2/3/3,costume_Char2_3,c_wizard_cryomancer,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,JOB_ICEMAGE1,JOB_CRYOMANCER2_1,JOB_CRYOMANCER3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_4,사이코키노,Psychokino,Wizard,PSY,사이코 키노는 염동력을 사용하여 중력을 조작할 수도 있고 적을 끌어당기거나 던져버릴 수 있습니다. ,사이코 키노는 염동력을 사용하여 중력을 조작할 수도 있고 적을 끌어당기거나 던져버릴 수 있습니다. ,사이코 키노는 염동력을 사용하여 중력을 조작할 수도 있고 적을 끌어당기거나 던져버릴 수 있습니다. ,3/2/3/4,costume_Char2_4,c_wizard_psychokino,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,JOB_PSYCHOKINESIST2_1,JOB_PSYCHOKINESIST3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_5,알케미스트,Alchemist,Wizard,ALC,알케미스트,알케미스트,알케미스트,3/3/3,costume_Char2_5,c_wizard_alchemist,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_6,소서러,Sorcerer,Wizard,SOR,악령을 소환하고 자유자재로 부리는 클래스,악령을 소환하고 자유자재로 부리는 클래스,악령을 소환하고 자유자재로 부리는 클래스,3/3/3,costume_Char2_6,c_wizard_sorcerer,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_7,링커,Linker,Wizard,LIN,"링커는 동료을 서로 연결하여 받는 피해량을 줄이거나, 적군을 묶어서 적에게 주는 피해량을 증폭시킬 수 있습니다.","링커는 동료을 서로 연결하여 받는 피해량을 줄이거나, 적군을 묶어서 적에게 주는 피해량을 증폭시킬 수 있습니다.","링커는 동료을 서로 연결하여 받는 피해량을 줄이거나, 적군을 묶어서 적에게 주는 피해량을 증폭시킬 수 있습니다.",1/2/5/5,costume_Char2_7,c_wizard_linker,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,JOB_LINKER2_1,JOB_LINKER3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_8,크로노맨서,Chronomancer,Wizard,CHR,시마도사,시마도사,시마도사,3/3/3,costume_Char2_9,c_wizard_chronomancer,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_9,네크로맨서,Necromancer,Wizard,NEC,몬스터의 데드파츠를 축적하고 사용하는 클래스,몬스터의 데드파츠를 축적하고 사용하는 클래스,몬스터의 데드파츠를 축적하고 사용하는 클래스,3/3/3,costume_Char2_9,c_wizard_necromancer,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_10,쏘마터지,Thaumaturge,Wizard,THA,쏘마터지는 대상의 속성과 형태를 변화시키는 마법을 구사합니다. 적을 작게 변형시키거나 동료의 신체를 강화시켜 전투에 도움을 줍니다.,쏘마터지는 대상의 속성과 형태를 변화시키는 마법을 구사합니다. 적을 작게 변형시키거나 동료의 신체를 강화시켜 전투에 도움을 줍니다.,쏘마터지는 대상의 속성과 형태를 변화시키는 마법을 구사합니다. 적을 작게 변형시키거나 동료의 신체를 강화시켜 전투에 도움을 줍니다.,1/2/4/4,costume_Char2_9,c_wizard_necromancer,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,JOB_THAUMATURGE3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_11,엘레멘탈리스트,Warlock,Wizard,WRC,엘리멘탈리스트는 원소의 힘을 다루는 마법사입니다. 강력한 공격 마법을 갖고 있지만 스킬을 재사용하기까지 시간이 필요하므로 동료와의 협력이 중요합니다,엘리멘탈리스트는 원소의 힘을 다루는 마법사입니다. 강력한 공격 마법을 갖고 있지만 스킬을 재사용하기까지 시간이 필요하므로 동료와의 협력이 중요합니다,엘리멘탈리스트는 원소의 힘을 다루는 마법사입니다. 강력한 공격 마법을 갖고 있지만 스킬을 재사용하기까지 시간이 필요하므로 동료와의 협력이 중요합니다,5/1/2/1,costume_Char2_9,c_wizard_thaumaturge,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,JOB_WARLOCK3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_12,미믹,Mimic,Wizard,MMC,미믹,미믹,미믹,3/3/3,costume_Char2_9,c_wizard_thaumaturge,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,JOB_WARLOCK3_1,,,,,,,
0,0,0,21504,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,26214,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char2_13,도사,Daoshi,Wizard,DAO,도사,도사,도사,3/3/3,costume_Char2_9,c_wizard_thaumaturge,,,,PC_WIZ_M,PC_WIZ_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Magic_Attack#Magic_Attack_TH,Magic_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,,JOB_WARLOCK3_1,,,,,,,
0,0,0,19456,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,26214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char3_1,아처,Archer,Archer,ARC,아처는 활과 다양한 보조 장비를 활용하여 원거리 전투와 이동 공격에 강한 클래스 입니다.,아처는 활과 다양한 보조 장비를 활용하여 원거리 전투와 이동 공격에 강한 클래스 입니다.,아처는 활과 다양한 보조 장비를 활용하여 원거리 전투와 이동 공격에 강한 클래스 입니다.,4/1/4/1,costume_Char3_1,c_archer_archer,,,,PC_ARC_M,PC_ARC_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,THBow#Bow,Default#Bow_Attack,Bow_Attack,Bow_Attack,Drug_HP1_Q,Drug_SP1_Q,Drug_STA1_Q,Mic,,,Escape_Orb,TBW01_101,,TOP01_101,,LEG01_101,,,YES,YES,,JOB_ARCHER1,JOB_ARCHER2_1,JOB_ARCHER3_1,,,,,,,
0,0,0,18432,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,26214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char3_2,헌터,Hunter,Archer,HUT,헌터는 컴패니언에게 명령을 내려 적을 사냥하는 조련 클래스입니다. 목표물을 물고 늘어지거나 숨어있는 적을 찾아내는 등 주인과 협력하여 사냥하는 기술을 사용합니다.,헌터는 컴패니언에게 명령을 내려 적을 사냥하는 조련 클래스입니다. 목표물을 물고 늘어지거나 숨어있는 적을 찾아내는 등 주인과 협력하여 사냥하는 기술을 사용합니다.,헌터는 컴패니언에게 명령을 내려 적을 사냥하는 조련 클래스입니다. 목표물을 물고 늘어지거나 숨어있는 적을 찾아내는 등 주인과 협력하여 사냥하는 기술을 사용합니다.,2/2/3/4,costume_Char3_2,c_archer_hunter,,,,PC_ARC_M,PC_ARC_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Bow_Attack,Bow_Attack,,,,,,,,,NoWeapon,,,,,,,YES,YES,,,JOB_HUNTER2_1,JOB_HUNTER3_1,,,,,,,
