ClassID,ActiveState,Level,ClassName,Name,Icon,Job,SkillCategory,Desc,BuyGroup,ActiveGroup,AlwaysActive,Script,Desc2
0,0,0,Intuition,직감,abil_1_3,,All,출혈 상태인 적에게 찌르기 스킬 사용시 일정확률로 치명타가 들어갑니다.{nl}(기본 30% + 레벨당 5%씩 추가),,,NO,SCR_ABIL_INTUITION,
0,0,0,Amputation,절단,abil_1_1,,All,오버킬에 성공한 후 1회 공격에 한하여 10초간 데미지가 2배로 적용됩니다..,,,NO,SCR_ABIL_NONE,
0,0,0,Vigilance,경계,abil_3_3,,All,"체력이 15% 미만일때, 이동속도가 증가합니다.",,,NO,SCR_ABIL_VIGILANCE,
0,0,0,THSwordMastery,투 핸드 소드 마스터리,abil_3_2,,All,무기를 능숙하게 다룹니다. 양손검 착용시 자신의 물리 공격력이 증가합니다.,,,NO,SCR_ABIL_THSWORDMASTERY,Lv.1 공격력 #{IncrValue1}#% 적용{nl}Lv.2 공격력 #{IncrValue1}#% 적용{nl}Lv.3 공격력 #{IncrValue1}#% 적용
0,0,0,WhippingTop,휘핑 탑,abil_3_2,,All,돌개 바람의 회전시간이 증가합니다.,,,NO,SCR_ABIL_WHIPPINGTOP,Lv.1 회전 시간 #{IncrValue1}#초 증가{nl} Lv.2 회전 시간 #{IncrValue1}#초 증가
0,0,0,NetherWeb,네더웹,abil_3_2,,All,텔레키네시스로 홀드공격 횟수가 증가합니다.{nl}(레벨 만큼 증가),,,NO,SCR_ABIL_NetherWeb,
0,0,0,Ignite,이그나이트,abil_2_6,,All,슬로우 상태의 적에게 파이어볼 공격시 데미지가 2배로 적용됩니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Shock,충격,abil_1_5,,Hoplite_SynchroThrusting,스피어블로우 스킬 스턴 확률 추가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Raid,기습,abil_1_7,,All,스턴 상태인 적 공격시 일정확률로 추가 데미지를 줍니다.{nl}(기본 30% + 레벨당 5%씩 추가),,,NO,SCR_ABIL_NONE,
0,0,0,HoldOn,집중,abil_3_1,,All,최대 사거리 근처에 있는 적 공격시 일정확률로 치명타가 들어갑니다.{nl}(기본 50% + 레벨당 5%씩 추가),,,NO,SCR_ABIL_NONE,
0,0,0,SelfSustain,자활력,abil_1_2,,All,자신이 적용한 물약버프 지속시간이 증가합니다.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,strike,스트라이크,abil_3_2,,All,넉백에 충돌 데미지를 입은 적이 재넉백되며 추가데미지를 입힙니다.,,,NO,SCR_ABIL_NONE,
0,0,0,beating,난타,abil_3_2,,All,돌개 바람 사용중에 몬스터 넉백 거리를 줄여줍니다.,,,NO,SCR_ABIL_NONE,
0,0,0,STR_Passive,힘 증가,abil_3_2,,All,힘 능력치가 향상됩니다. 근접 물리 공격력에 영향을 줍니다.,,,NO,SCR_ABIL_STR,
0,0,0,DEX_Passive,민첩 증가,abil_3_2,,All,민첩 능력치가 향상됩니다. 원거리 물리 공격력과 치명타 발생율 및 회피율에 영향을 줍니다.,,,NO,SCR_ABIL_DEX,
0,0,0,CON_Passive,체력 증가,abil_3_2,,All,체력 능력치가 향상됩니다. 생명력과 기력의 최대치에 영향을 줍니다.,,,NO,SCR_ABIL_CON,
0,0,0,INT_Passive,지능 증가,abil_3_2,,All,지능 능력치가 향상됩니다. 정신력의 최대치와 마법 공격력에 영향을 줍니다.,,,NO,SCR_ABIL_INT,
0,0,0,Equilibrium,균형,abil_2_9,,Swordman_GungHo,겅호 스킬 저항 확률 증가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Smash,격파,abil_2_9,,Peltasta_UmboBlow,엄보블로 스킬 넉다운 파워 증가.{nl}(레벨당 50씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Sharp,예리한 창끝,abil_2_9,,Hoplite_SynchroThrusting,스피어블로우 스킬 출혈 확률 추가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,WireRope,와이어로프,abil_2_9,,Warrior_ChainThrow,스피어블로우 스킬 출혈 확률 추가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Centrifugal,원심력,abil_2_9,,Warrior_ChainThrow,스피어블로우 스킬 출혈 확률 추가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Dexterity,재주,abil_2_9,,Wizard_EnergyBolt,스피어블로우 스킬 출혈 확률 추가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Shiver,전율,abil_2_9,,Highlander_CartarStroke,스피어블로우 스킬 출혈 확률 추가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Rupture,파열,abil_2_9,,All,스피어블로우 스킬 출혈 확률 추가.{nl}(레벨당 5%씩 증가),,,NO,SCR_ABIL_NONE,
0,0,0,Drop,Drop,abil_2_9,,Highlander_WagonWheel,[스워시버클링] 스킬의 치명타 발생이 증가합니다 {nl}(레벨당 1% 증가),,,NO,SCR_ABIL_NONE,
0,0,0,DeepStraight,쓰러스트: 넉백거리,ability_Warrior_DeepStraight,Char1_1,Swordman_Thrust,스킬 [쓰러스트]의 밀치는 힘이 특성 레벨 당 50 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Repeat,쓰러스트: 연타,ability_Warrior_Repeat,Char1_1,Swordman_Thrust,스킬 [쓰러스트] 사용 시 특성 레벨 당 1% 확률로 연타가 발동합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Penetration,배쉬: 스플래시,ability_Warrior_Penetration,Char1_1,All,스킬 [배쉬]에 스플래시가 특성 레벨 당 1 추가됩니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Remain,겅호: 방어잔존,ability_Warrior_Remain,,Swordman_GungHo,스킬 [겅호]를 사용하여 잔존하는 방어력이 레벨당 5% 만큼 남습니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Blow,배쉬: 넉다운,ability_Warrior_Swordman6,Char1_1,,스킬 [배쉬]에 피격된 적이 넘어집니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Swordman7,콘센트레이트: 스턴,ability_Warrior_Swordman7,Char1_1,,"스킬 [콘센트레이트]가 활성화 되어 있는 동안 공격 시, 특성 레벨 당 2% 확률로 적이 [스턴]에 걸립니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Swordman8,리스트레인: 지속시간,ability_Warrior_Swordman8,,,스킬 [리스트레인]의 지속시간이 레벨당 5초 증가합니다,,,NO,SCR_ABIL_NONE,
0,0,0,Swordman10,쓰러스트: 치명타 확률,ability_Warrior_Swordman9,Char1_1,,스킬 [쓰러스트]의 치명타 확률이 레벨 당 10% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta1,스워시버클링: 최대 HP,ability_Warrior_Peltasta1,Char1_3,,스킬 [스워시버클링]이 활성화되어 있는 동안 캐릭터의 최대 HP가 특성 레벨 당 5% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Diffuse,스워시버클링: 범위,ability_Warrior_Peltasta2,,Peltasta_SwashBuckling,스킬 [스워시버클링]의 도발 범위가 레벨당 0.2m 증가합니다,,,NO,SCR_ABIL_NONE,
0,0,0,Impact,엄보블로: 스턴,ability_Warrior_Peltasta3,Char1_3,Peltasta_UmboBlow,스킬 [엄보블로]에 피격된 적이 특성 레벨 당 5% 확률로 스턴에 걸립니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta4,실드랍: 스플래시,ability_Warrior_Peltasta4,Char1_3,,스킬 [실드랍]에 스플래시가 특성 레벨 당 1 추가됩니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta5,실드 마스터리,ability_Warrior_Peltasta5,Char1_3,,[방패 착용] 시 블럭이 특성 레벨 당 5% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta6,펠타스타: 가드,ability_Warrior_Peltasta6,Char1_3,,방패 착용 후 C 버튼으로 [가드]를 사용 할 수 있습니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta7,블럭: 카운터어택,ability_Warrior_Peltasta7,,,"[블럭] 성공 후, 적에게 [엄보블로]로 공격하면 200%의 대미지가 추가됩니다. 더불어 치명타 피해가 5초간 레벨당 5% 증가합니다",,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta8,엄보블로: 넉다운 추가,ability_Warrior_Peltasta8,Char1_3,,"[엄보블로]에 맞은 적이 넘어지며, 넘어뜨리는 힘이 특성 레벨 당 40 증가합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta9,림블로: 결빙석화,ability_Warrior_Peltasta9,,,"스킬 [림블로]를 결빙, 석화 상태의 적에게 사용 시 림블로 스킬의 대미지가 레벨당 20%만큼 추가됩니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Peltasta10,가드: 방어력,ability_Warrior_Peltasta10,Char1_3,,상태 [가드]가 활성화되어 있는 동안 캐릭터의 방어력이 10% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Highlander2,카타스트로크: 충돌대미지,ability_Warrior_Highlander2,,,스킬 [카타스트로크]로 넉백되는 적이 벽에 충돌하면 레벨당 물리 피해의 50%만큼 추가대미지를 입습니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Highlander3,카타스트로크: 넉백거리,ability_Warrior_Highlander3,Char1_2,,스킬 [카타스트로크]의 밀치는 힘이 특성 레벨 당 50 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Highlander4,크라운: 저하,ability_Warrior_Highlander4,Char1_2,,"스킬 [크라운]으로 적의 지능, 정신을 깎는 수치가 특성 레벨 당 2% 증가합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Highlander5,수레바퀴: 낙하대미지,ability_Warrior_Highlander5,,,"스킬 [수레바퀴]로 공중에 뜬 적이 떨어진 자리에 적이 있다면, 캐릭터 물리 피해의 50% 만큼 대미지를 입힙니다",,,NO,SCR_ABIL_NONE,
0,0,0,Highlander6,수레바퀴: 스플래시,ability_Warrior_Highlander6,Char1_2,,스킬 [수레바퀴]의 스플래시가 1 추가됩니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Highlander7,크로스가드: 반격,ability_Warrior_Highlander7,,,"스킬 [크로스가드]로 블럭에 성공 했을 때, 캐릭터 물리 피해의 레벨당 10%만큼 대미지를 입힙니다",,,NO,SCR_ABIL_NONE,
0,0,0,Highlander8,크로스가드: 방어력,ability_Warrior_Highlander8,,,"스킬 [크로스가드] 사용 중 어그로 끌린 적이 3마리 이상일 때, 캐릭터에게 들어오는 대미지가 레벨당 10% 감소합니다 ",,,NO,SCR_ABIL_NONE,
0,0,0,Highlander9,투핸드소드 마스터리,ability_Warrior_Highlander9,Char1_2,,[양손검] 착용 시 치명타 공격력이 특성 레벨 당 10% 증가합니다.,,,NO,SCR_ABIL_HIGHLANDER9,
0,0,0,Highlander10,뮬리넷: 치명타발생,ability_Warrior_Highlander10,Char1_2,Highlander_Moulinet,스킬 [뮬리넷]의 치명타 확률이 특성 레벨 당 10% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Hoplite1,스태빙: 회피,ability_Warrior_Hoplite1,Char1_4,,스킬 [스태빙]으로 적을 공격하는 동안 회피가 특성 레벨 당 5% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Hoplite2,피어스: 연타,ability_Warrior_Hoplite2,Char1_4,,스킬 [피어스]가 보스 몬스터에게 4연타를 줍니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Hoplite3,피어스: 출혈,ability_Warrior_Hoplite3,Char1_4,,스킬 [피어스]에 피격된 적이 특성 레벨 당 2% 확률로 5초간 [출혈]에 걸립니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Hoplite4,피네스트라: 물리피해,ability_Warrior_Hoplite4,Char1_4,,스킬 [피네스트라]가 활성화 되어 있는 동안 캐릭터 지능의 10%가 물리 피해에 더해집니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Hoplite6,양손찌르기: 치명타발생,ability_Warrior_Hoplite6,,,"스킬 [양손찌르기]의 카운터 공격이 성공하면, 다음 공격의 치명타 빌셍이 5초간 레벨당 5% 증가합니다",,,NO,SCR_ABIL_NONE,
0,0,0,Hoplite7,양손찌르기: 찌르기,ability_Warrior_Hoplite7,Char1_4,,"스킬 [양손찌르기]의 타격 피해가 특성 레벨 당 10% 감소하고, 찌르기 피해가 특성 레벨 당 20% 증가합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Hoplite9,피네스트라: 스플래시,ability_Warrior_Hoplite9,Char1_4,,"스킬 [피네스트라]가 활성화 되어 있는 동안 스플래시가 2 증가하지만, 회피율이 기존 감소되는 수치의 2배 더 감소합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Barbarian1,워크라이: 방어감소,ability_Warrior_Barbarian1,Char1_6,,스킬 [워크라이]로 방어력이 깎이는 적의 수가 특성 레벨 당 1 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Barbarian2,워크라이: 지속시간,ability_Warrior_Barbarian2,Char1_6,,스킬 [워크라이]의 지속시간이 특성 레벨 당 2초 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Barbarian3,어그레서: 치명타발생,ability_Warrior_Barbarian3,,,"스킬 [어그레서]가 활성화되며 더해지는 명중이 반으로 줄어들지만, 회피가 줄어든 만큼 치명타 발생도 함께 증가합니다",,,NO,SCR_ABIL_NONE,
0,0,0,Barbarian4,어그레서: 추가명중,ability_Warrior_Barbarian4,,,스킬 [어그레서]가 활성화되며 더해지는 명중률이 레벨당 2%가 추가로 더해지고. 감소하는 회피율이 레벨당 2% 추가로 감소합니다,,,NO,SCR_ABIL_NONE,
0,0,0,Barbarian5,새비지리: 치명타발생,ability_Warrior_Barbarian5,Char1_6,,스킬 [새비지리]의 치명타 확률이 특성 레벨 당 5% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Barbarian6,새비지리: 베기연타,ability_Warrior_Barbarian6,Char1_6,,스킬 [새비지리]가 베기 속성 공격으로도 연타 보너스가 적용됩니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Rodelero1,타지스매쉬: 결빙석화,ability_Warrior_Rodelero1,Char1_10,,"[결빙], [석화] 된 적을 [타지스매쉬]로 공격 시, 특성 레벨 당 20% 추가 피해를 줍니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Rodelero2,몬타노: 사이즈 슬로우,ability_Warrior_Rodelero2,Char1_10,,"스킬 [몬타노]가 소형몬스터, 중형몬스터, 대형몬스터 각각에게 특성 레벨 당 3초, 2초, 1초 동안의 [슬로우]를 부여합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Rodelero3,실드 챠지: 넉백,ability_Warrior_Rodelero3,,,스킬 [실드 챠지] 사용 시 넉백 거리가 레벨당 1m 증가합니다,,,NO,SCR_ABIL_NONE,
0,0,0,Rodelero4,카운터 쓰러스트: 디프로텍트,ability_Warrior_Rodelero4,,,스킬 [카운터 쓰러스트]에 피격 시 레벨당 10% 확률로 5초간 상태 [디프로텍트]에 걸립니다   -- 기존기능 제거,,,NO,SCR_ABIL_NONE,
0,0,0,Rodelero5,실드 푸시: 언밸런스,ability_Warrior_Rodelero5,,,스킬 [실드 푸시]로 상태 [언밸런스]가 걸린적에게 넉다운 속성 공격을 가하면 캐릭터 물리 피해에서 레벨당 20% 추가대미지를 입힙니다,,,NO,SCR_ABIL_NONE,
0,0,0,Rodelero6,타지스매쉬: 화염,ability_Warrior_Rodelero6,Char1_10,,스킬 [타지스매쉬]로 [화염] 상태인 적을 죽이면 특성 레벨 만큼의 적들에게 [화염]이 퍼집니다.,,,NO,SCR_ABIL_NONE,
0,0,0,DustDevil,사이클론: 이동,ability_Warrior_DustDevil,Char1_9,Doppelsoeldner_Cyclone,스킬 [사이클론] 사용 중 이동이 가능해집니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Doppelsoeldner1,더블페이언: 피격 대미지,ability_Warrior_Doppelsoeldner1,Char1_9,,스킬 [더블페이언]이 활성화 되어 있는 동안 캐릭터가 입는 피해가 3배에서 2배로 줄어듭니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Doppelsoeldner2,실격: 천 방어구,ability_Warrior_Doppelsoeldner2,Char1_9,,스킬 [살격]이 가죽 방어인 적에게 주는 효과를 천 방어 적에게도 적용됩니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Doppelsoeldner3,페인배리어: 이동속도,ability_Warrior_Doppelsoeldner3,Char1_9,,"스킬 [페인배리어] 사용 중 이동속도가 특성 레벨 당 5% 증가하지만, 회피가 특성 레벨 당 10% 줄어듭니다",,,NO,SCR_ABIL_NONE,
0,0,0,Doppelsoeldner4,사이클론: 화살 튕기기,ability_Warrior_Doppelsoeldner4,Char1_9,,스킬 [사이클론] 사용 중 적의 일반 화살 공격이 특성 레벨 당 10% 확률로 튕겨나갑니다,,,NO,SCR_ABIL_NONE,
0,0,0,Wizard1,슬리프: 디버프유지,ability_Wizard_Wizard1,Char2_1,,"스킬 [슬리프]에 걸린 적이 특성 레벨 당 1% 확률로 피격되도 깨어나지 않지만, 지속시간이 특성 레벨 당 0.5초 감소합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Wizard2,리플렉트 실드: 반사대미지,ability_Wizard_Wizard2,Char2_1,,"특성 레벨 당 [리플렉트 실드]의 반사 대미지가 추가되고, 이에 따라 피격 대미지가 감소됩니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Wizard3,리플렉트 실드: 방어,ability_Wizard_Wizard3,,,스킬 [리플렉트 실드]가 활성화되어 있는 동안 방어가 레벨당 5% 증가합니다,,,NO,SCR_ABIL_NONE,
0,0,0,Wizard4,에너지 볼트: 슬리프 추가대미지,ability_Wizard_Wizard4,Char2_1,,"[슬리프]에 걸린 적에게 [에너지 볼트]로 공격 시, 마법 공격력의 50%만큼 추가대미지를 줍니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Wizard6,레써지: 지속시간,ability_Wizard_Wizard6,,,스킬 [레써지]의 지속시간이 레벨당 2초 증가합니다,,,NO,SCR_ABIL_NONE,
0,0,0,Wizard7,레써지: 타격,ability_Wizard_Wizard7,Char2_1,,스킬 [레써지]에 걸린 적이 타격 공격에 20% 추가 피해를 입습니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Wizard8,퀵캐스트: 마법피해,ability_Wizard_Wizard8,Char2_1,,스킬 [퀵캐스트]가 활성화되어 있는 동안 다음 1회 공격의 마법 피해가 특성 레벨 당 10% 증가합니다,,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer1,파이어볼: 화염 디버프,ability_Wizard_Pyromancer1,Char2_2,,스킬 [파이어볼]에 피격된 적은 특성 레벨 당 10% 확률로 5초간 화염 피해를 입습니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer2,파이어월: 불속성 증가 버프,ability_Wizard_Pyromancer2,Char2_2,,스킬 [파이어월] 위에 아군이 올라가면 5초간 불 속성 공격력이 특성 레벨 당 5 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer3,헬브레스: 방향회전,ability_Wizard_Pyromancer3,,,스킬 [헬브레스]가 방향회전이 가능해집니다,,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer4,헬브레스: 넉백,ability_Wizard_Pyromancer4,Char2_2,,스킬 [헬브레스]에 피격되는 적이 특성 레벨 당 10% 확률로 밀려납니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer5,인챈트파이어: 불속성 저항증가,ability_Wizard_Pyromancer5,,,"스킬 [인챈트파이어] 사용 시 캐릭터의 불속성 저항이 레벨당 5 증가하지만, 얼음속성 저항이 레벨당 5 감소합니다 ",,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer6,인챈트파이어: 불속성 저항감소,ability_Wizard_Pyromancer6,Char2_2,,"스킬 [인챈트파이어] 범위에 적이 있으면, 적의 불 속성 저항이 5초간 특성 레벨 당 10% 만큼 감소합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer7,파이어필라: 끌어당김,ability_Wizard_Pyromancer7,Char2_2,,스킬 [파이어필라]가 주변 적을 끌어당깁니다. 특성 레벨이 오를 수록 더 멀리 있는 적을 끌어당깁니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Pyromancer8,스태프 마스터리: 불,ability_Wizard_Pyromancer8,Char2_2,,[스태프] 계열 무기 착용 시 캐릭터의 불 속성 공격력이 특성 레벨 당 5 증가합니다.,,,NO,SCR_ABIL_PYROMANCER8,
0,0,0,Cryomancer2,아이스 볼트: 결빙확률,ability_Wizard_Cryomancer2,Char2_3,,스킬 [아이스 볼트]에 피격된 적이 [결빙]될 확률이 특성 레벨 당 10% 증가합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Cryomancer3,거스트: 충돌대미지,ability_Wizard_Cryomancer3,Char2_3,,"스킬 [거스트]로 밀려난 적이 벽에 충돌 하면, 마법 공격력의 50% 만큼 대미지를 입습니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Cryomancer4,아이스 블래스트: 스플래시 결빙,ability_Wizard_Cryomancer4,Char2_3,,스킬 [아이스 블래스트]에 피격된 적은 특성 레벨 당 10% 확률로 상태 [결빙]에 걸립니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Psychokino1,텔레키네시스: 강제이동,ability_Wizard_Psychokino1,,,"스킬 [텔레키네시스]로 순간 이동시, 주변의 적들에게 마법 공격의 레벨당 20% 만큼 대미지를 줍니다",,,NO,SCR_ABIL_NONE,
0,0,0,Psychokino2,사이킥 프레셔: 스턴,ability_Wizard_Psychokino2,Char2_4,,"적이 [사이킥 프레셔]에 피격될 때 마다, 특성 레벨 당 10% 확률로 1초 동안 [스턴]이 걸립니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Psychokino3,그라비티 폴: 회피,ability_Wizard_Psychokino3,Char2_4,,"스킬 [그라비티 폴] 사용 중, 회피가 특성 레벨 당 10 증가합니다.",,,NO,SCR_ABIL_NONE,
0,0,0,Psychokino4,마그네틱 포스: 스턴,ability_Wizard_Psychokino4,Char2_4,,스킬 [마그네틱 포스]에 피격 된 적은 특성 레벨 당 5% 확률로 1초 동안 [스턴]에 걸립니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Psychokino5,그라비티 폴: 방어감소,ability_Wizard_Psychokino5,Char2_4,,스킬 [그라비티 폴]로 당겨지는 적들의 물리 방어력이 특성 레벨 당 5% 감소합니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Psychokino6,레이즈: 대형몬스터,ability_Wizard_Psychokino6,Char2_4,,스킬 [레이즈]가 대형 몬스터에도 적용됩니다.,,,NO,SCR_ABIL_NONE,
0,0,0,Linker1,피지컬링크: 방어,ability_Wizard_Linker1,Char2_7,,스킬 [피지컬링크]가 활성화 되어 있는 동안 [연결된 파티원 수 + 특성 레벨] 만큼 물리 방어력이 증가합니다.,,,NO,SCR_ABIL_NONE,
