ClassID,Default,ClassName
32768,0,ROKAS25_REXIPHER5
0,0,ZACHA36_LEFTROOM1_NPC
32768,0,ZACHA36_RIGHTROOM1_NPC
0,0,ROKAS25_EX2_STRUCTURE
32768,0,ROKAS26_MQ1_STONE
0,0,ROKAS27_DESIG_03
32768,0,ROKAS27_AIRINE
0,0,ROKAS27_AIRINE2
32768,0,ROKAS29_MQ_REXITHER1
0,0,ROKAS29_MQ_REXITHER2
32768,0,ROKAS29_MQ_REXITHER3
0,0,ROKAS29_MQ_REXITHER4
32768,0,ROKAS29_MQ_REXITHER5
0,0,ROKAS29_MQ_REXITHER6
32768,0,ROKAS30_ZACARIEL_SERVANT1
0,0,ROKAS30_ZACARIEL_SERVANT2
32768,0,ROKAS30_SEALDESTROY1
0,0,ROKAS30_SEALDESTROY2
32768,0,ROKAS30_ODEL
32768,0,ROKAS30_ODEL_KIDNAP
0,0,JOB_PELTASTA2_2_NPC
32768,0,ROKAS31_ODEL2
0,0,JOB_CLERIC2_2_NPC
32768,0,REMAIN37_BOUQUET
32768,0,WS_ZACHA2F_03_TO_04
0,0,ZACHA3F_SQ_02
32768,0,ZACHA3F_SQ_03
32768,0,KLAPEDA_NPC_12_02
0,0,JOB_DIEVDIRBYS3_3_NPC
32768,0,REMAINS39_MQ04_TRIGGER
0,0,F_SIAU_OUT_NPC01
32768,0,F_SIAU_OUT_NPC02
0,0,F_SIAU_OUT_NPC03
0,0,D_CMINE_NPC02
32768,0,D_CMINE_NPC01
0,0,THORN20_TRACKAFTER_OWL01
32768,0,THORN20_TRACKAFTER_OWL02
0,0,THORN20_TRACKAFTER_OWL03
32768,0,KLAPEDA_NPC_06_02
0,0,FTOWER41_MQ_03
32768,0,SIAUL15_SOL02
0,0,SIAU15_R_MQ_07
32768,0,SIAU15_R_MQ_08
0,0,SIAU15_R_MQ_02
32768,0,SIAU15_R_MQ_04_01
0,0,SIAU15_R_MQ_04_02
32768,0,SIAU15_R_MQ_03
32768,0,SIAUL15_SOL01
0,0,SIAUL15_SOL04
32768,0,GHOSTNPC_UNVISIBLE
0,0,ENVIDENCE
32768,0,REMAIN38_SQ_CORPSE1
0,0,REMAIN38_SQ_CORPSE2
32768,0,REMAIN38_SQ_CORPSE3
0,0,FTOWER42_SQ_01
32768,0,FTOWER42_SQ_02
0,0,FTOWER42_SQ_04
32768,0,FTOWER43_SQ_01
0,0,FTOWER43_SQ_03
32768,0,FTOWER44_SQ_01
0,0,FTOWER44_SQ_02
32768,0,FTOWER44_SQ_04
0,0,FTOWER45_SQ_01
32768,0,FTOWER45_SQ_03
0,0,FTOWER45_SQ_04
32768,0,FTOWER42_SQ_05
0,0,FTOWER44_SQ_05
32768,0,FTOWER45_MQ_01_D
0,0,FTOWER45_MQ_02_D
32768,0,FTOWER45_MQ_03_D
0,0,FTOWER45_MQ_04_D
0,0,THORN_GATEWAY_HIDE1
0,0,THORN_GATEWAY_HIDE2
0,0,THORN_GATEWAY_HIDE3
0,0,CHAPEL_LUKAS
32768,0,CHAPEL_VIOLETA
0,0,CHAPEL576_GELE574
32768,0,CHAPEL576_CHAPEL577
32768,0,THORN20_MAGIC2STAGE
0,0,THORN_MQ04MAGIC_UNHIDE
32768,0,THORN_MQ06MAGIC_UNHIDE
0,0,THORN_MQ07MAGIC_UNHIDE
32768,0,CHAPLE577_MQ_03
0,0,CHAPLE577_GESTI
32768,0,THORN21_BELIEVER
0,0,CHAPLE577_ARUNE_01
0,0,FTOWER43_GRITA_01
32768,0,GELE572_G_AI
0,0,GELE572_G2_AI
32768,0,GELE572_MQ_06
0,0,FTOWER44_GRITA_01
32768,0,FTOWER44_G_AI
0,0,GELE573_GESTI
32768,0,GELE573_MQ_03_AI_KILL
0,0,ROKAS25_BINSENT
32768,0,ROKAS25_SUB1
0,0,ROKAS27_MQ1BOX
32768,0,ROKAS27_MQ2BOX
0,0,ROKAS27_MQ4BOX
0,0,ROKAS27_QB_3
32768,0,ROKAS28_ORION
0,0,ZACHA2F_MQ02_HIDENPC
32768,0,JOB_THAUMATURGE3_1_PAPER1
0,0,JOB_THAUMATURGE3_1_PAPER2
32768,0,JOB_THAUMATURGE3_1_PAPER3
0,0,ZACHA3F_SQ_04
0,0,GELE574_OLIPHANT
32768,0,GELE574_MQ_07_PLACE
0,0,GELE574_MQ_07_SHRINE
0,0,HUEVILLAGE_58_4_MQ01_WALL01
32768,0,HUEVILLAGE_58_4_SAULE_BEFORE
0,0,HUEVILLAGE_58_4_SAULE_AFTER
0,0,CHAPLE575_MQ_06
32768,0,CHAPLE575_MQ_07
0,0,JOB_ARCHER4_2
32768,0,JOB_SCOUT4_1_D
0,0,JOB_PRIEST4_1
32768,0,JOB_CLERIC_GRASS
32768,0,HUEVILLAGE_58_1_MQ02_SMOKE_01
32768,0,GELE574_TO_CHAPEL576
0,0,GELE574_TO_CHAPEL575
0,0,ROKAS25_KEBIN
0,0,FTOWER42_GRITA_01
0,0,REMAIN37_SQ08
32768,0,REMAINS_40_TARA_01
0,0,REMAINS_40_DRUNK_02
32768,0,REMAINS_40_DRUNK_01
0,0,REMAINS_40_TARA_02
32768,0,REMAINS_40_MQ_01
0,0,ZACHA2F_SQ_01
32768,0,ZACHA3F_SQ_01
0,0,KATYN72_CALL
32768,0,FTOWER41_G_AI
0,0,FTOWER41_GRITA_01
32768,0,FEDIMIAN_GRITA
0,0,REMAINS40_GRITA
0,0,HUEVILLAGE_58_3_CITIZEN
32768,0,HUEVILLAGE58_2_CHIEF
0,0,HUEVILLAGE58_2_PEAPLE
32768,0,KATYN13_1_OWLJUNIOR3_AFTER
0,0,KATYN14_ROY
32768,0,KATYN10_FAILER_TRD
0,0,CHAPEL_ARUNE
32768,0,CHAPLE576_MQ_04
32768,0,HUEVILLAGE_58_4_PORTAL_AFTER
0,0,KATYN_7_2_HQ01_NPC02
32768,0,KATYN_13_2_HQ_01_SMASTER
0,0,KATYN_13_2_HQ_01_WMASTER
32768,0,KATYN_13_2_HQ_01_AMASTER
0,0,KATYN_13_2_HQ_01_CMASTER
32768,0,REMAINS_40_DRUNK_03
0,0,KLAIPE_HQ_02_NPC
32768,0,KLAIPE_HQ_01_NPC_E
0,0,HUEVILLAGE_58_3_HQ01_NPC03
32768,0,GELE574_MQ_10
0,0,JOB_CLERIC5_1_TRACK
32768,0,GELE572_MQ_07
0,0,JOB_LINKER2_1_NPC
32768,0,ROKAS24_ALCHEMIST
32768,0,GELE572_BOSS_LOCK
0,0,THORN22_Q_18
16384,0,ZACHA1F_SQ_02
32768,0,HUEVILLAGE58_2_MQ06_AFTER
0,0,HUEVILLAGE_58_3_MQ07_AFTER
16384,0,KATYN14_PIL_SOL
32768,0,CHAPLE577_HOLY_1
49152,0,CHAPLE577_MQ_03_RUN
0,0,FTOWER43_G_AI
16384,0,HUEVILLAGE_58_4_MQ03_NPC01
32768,0,HUEVILLAGE_58_4_MQ04_NPC01
49152,0,HUEVILLAGE_58_4_MQ07_NPC01
0,0,MINE_3_RESIENT1
16384,0,GELE572_MQ_05_001
32768,0,GELE572_MQ_05
49152,0,KATYN7_KEYNPC_3
16384,0,MINE_1_ALCHEMIST
49152,0,GELE573_MQ_07_F
0,0,GELE573_MQ_01
16384,0,KATYN71_SOLDIER01
32768,0,KATYN71_SOLDIER02
49152,0,KATYN71_BOSS
0,0,MINE_2_BOSS
16384,0,MINE_3_RESQUE3
32768,0,SIAUL_WEST_LAIMONAS3_TRIGGER
49152,0,CMINE6_TO_KATYN7_1_START
0,0,GELE574_MQ_04
16384,0,GELE574_MQ_01
32768,0,GELE574_ALLGES
49152,0,GELE574_ARUNE_1
0,0,GELE574_MQ_06
16384,0,HUEVILLAGE_58_4_MQ01_MAGIC01
32768,0,HUEVILLAGE_58_4_MQ01_STONE_STATUE01
49152,0,HUEVILLAGE_58_4_MQ01_STONE_STATUE02
0,0,HUEVILLAGE_58_4_MQ01_NPC01
16384,0,HUEVILLAGE_58_4_MQ05_NPC01
32768,0,HUEVILLAGE_58_4_MQ05_NPC02
49152,0,HUEVILLAGE_58_4_MQ05_NPC03
0,0,HUEVILLAGE_58_4_MQ05_NPC04
16384,0,HUEVILLAGE_58_4_MQ05_NPC05
32768,0,HUEVILLAGE_58_4_MQ05_NPC06
49152,0,HUEVILLAGE_58_4_MQ05_NPC07
16384,0,HUEVILLAGE_58_1_MQ03_NPC
32768,0,HUEVILLAGE_58_1_SQ02_NPC
49152,0,CHAPLE575_MQ_09
0,0,CHAPLE575_MQ_04
16384,0,ROKAS_24_GORATH
32768,0,ROKAS26_QUEST03_STONE
49152,0,ROKAS26_QUEST04_STONE
0,0,ROKAS26_QUEST05_STONE
16384,0,ROKAS30_MQ2_1_SCAR
32768,0,ROKAS_ODEL2
49152,0,HUEVILLAGE_58_2_MQ01_NPC
0,0,HUEVILLAGE_58_2_MQ02_NPC
16384,0,HUEVILLAGE_58_2_OBELISK_BEFORE
32768,0,HUEVILLAGE_58_2_OBELISK_AFTER
49152,0,CHAPLE577_ARUNE_02
0,0,THORN21_BRAMBLE01_ROOT
16384,0,THORN21_BRAMBLE02_ROOT
32768,0,THORN21_BELIEVER04
49152,0,THORN21_BELIEVER04_AFTER
0,0,HUEVILLAGE_58_3_MQ01_NPC
16384,0,HUEVILLAGE_58_3_MQ03_NPC
32768,0,HUEVILLAGE_58_3_MQ04_NPC01
49152,0,HUEVILLAGE_58_3_SQ03_NPC
0,0,HUEVILLAGE_58_3_MQ04_NPC02
16384,0,HUEVILLAGE_58_1_MQ01_NPC
32768,0,CHAPEL576_DONATAS
49152,0,KATYN72_MQ_04_END
0,0,KATYN72_GOLEMLET
16384,0,KATYN14_SUB_WOLF
32768,0,KATYN14_SUB_08_STONE
49152,0,GELE571_MQ_05
0,0,GELE571_MQ_07
16384,0,GELE571_MQ_07_1
32768,0,KATYN13_1_KEY_SUB1_TRUFFLE
49152,0,KATYN14_SUB_02_MUSH
0,0,GELE572_MQ_09
32768,0,REMAIN37_SQ07
49152,0,REMAIN37_SMEADE
0,0,ZACHA1F_SQ_04
16384,0,ZACHA1F_SQ_05
32768,0,REMAIN37_MQ04
49152,0,SOL_SCAR
0,0,FTOWER43_MQ_05_MINENPC
16384,0,ROKAS_24_BEARD_AFTER
32768,0,REMAIN38_SQ06
49152,0,REMAIN38_SQ01
0,0,FTOWER44_MQ_04_NPC
32768,0,ZACHA1F_MQ_03_LANTERN
49152,0,ROKAS30_MQ6_1_HOGMA
0,0,FTOWER45_MQ_06_D
16384,0,ZACHARIEL36_ROKAS31
49152,0,ROKAS30_PIPOTI02_TREASUREBOX
0,0,PILGRIM46_NPC01
16384,0,SIAULIAI_46_3_SQ_02_KIT
49152,0,CHATHEDRAL53_SQ02
0,0,CHATHEDRAL53_SQ03
16384,0,ZACHA4F_MQ_02_HIDE
32768,0,PILGRIM46_GRASS
49152,0,PILGRIM46_TOMB
0,0,PILGRIM47_CRYST01
16384,0,PILGRIM47_CRYST02
32768,0,PILGRIM47_CRY_PLACE
49152,0,SIAULIAI_46_2_AUSTEJA
0,0,SIAULIAI_46_2_SQ_04_01
16384,0,SIAULIAI_46_2_SQ_04_01_AFTER
32768,0,PILGRIM47_CRYST03
49152,0,PILGRIM47_CRYST04
0,0,PILGRIM47_CURSE02
16384,0,PILGRIM47_SQ_060_SUM
32768,0,PILGRIM47_CRYST07
49152,0,PILGRIM50_GHOST
16384,0,CHATHEDRAL56_BISHOP
32768,0,PILGRIMROAD55_SQ02
49152,0,PILGRIMROAD55_SQ03
0,0,PILGRIMROAD55_BISHOP
32768,0,PILGRIMROAD55_SQ11
49152,0,BISHOP_TOMB
0,0,CHATHEDRAL56_SEAL
16384,0,CHATHEDRAL56_SQ03
49152,0,CHATHEDRAL56_NPC_HIDE
0,0,PILGRIM50_ANGRY01
16384,0,PILGRIM50_GHOST2
32768,0,PILGRIM50_GHOST4
0,0,CHATHEDRAL53_MQ_BISHOP
16384,0,PILGRIM51_FGOD01
32768,0,PILGRIM51_FGOD02
49152,0,PILGRIM52_BAG
0,0,PILGRIM52_WATERPOT01
16384,0,PILGRIM52_WATERPOT02
32768,0,PILGRIM52_WATERPOT03
49152,0,SIAULIAI_46_3_AUSTEJA_ALTAR_01
16384,0,SIAULIAI_46_1_SQ_03_BAG01
32768,0,SIAULIAI_46_1_SQ_03_BAG02
49152,0,SIAULIAI_46_1_SQ_03_BAG03
0,0,PILGRIM46_NPC02
16384,0,PILGRIM46_NPC04
32768,0,SIAULIAI_46_2_SQ_01_NPC
49152,0,SIAULIAI_46_3_SQ_04_FARM
0,0,CHATHEDRAL54_SQ02_PART1
16384,0,PILGRIMROAD55_SQ01
32768,0,PILGRIMROAD55_SQ09
49152,0,PILGRIMROAD55_SQ04
0,0,CHATHEDRAL56_SQ03_AFTER
32768,0,PILGRIM47_CRY_CORE
49152,0,PILGRIM47_CURSE01
0,0,PILGRIM47_CRYST05
16384,0,PILGRIM47_CRYST06
32768,0,PILGRIM50_GHOST3
49152,0,PILGRIM50_BIBLE
0,0,FLASH64_SQ_04_NPC
16384,0,FLASH64_SQ_03_NPC
32768,0,FLASH64_SQ_06_NPC
49152,0,FLASH64_MQ_01_NPC
0,0,FLASH64_MQ_03_NPC
16384,0,FLASH59_SQ_04_NPC
32768,0,FLASH59_SQ_08_NPC
49152,0,CHATHEDRAL56_MQ08_POTAL
0,0,CHATHEDRAL53_SQ03_AFTER
16384,0,CHATHEDRAL53_SQ02_AFTER
32768,0,CHATHEDRAL54_BISHOP_AFTER
0,0,CHATHEDRAL54_PART03_BISHOP
16384,0,PILGRIMROAD55_SQ04_BLACKWALL
32768,0,PILGRIMROAD55_SQ05_AFTER
49152,0,PILGRIMROAD55_SQ05
0,0,CHATHEDRAL56_MQ07_HINT01
16384,0,CHATHEDRAL56_MQ07_HINT02
32768,0,CHATHEDRAL56_MQ07_HINT
49152,0,CHATHEDRAL54_PART1_BISHOP
0,0,CHATHEDRAL56_MQ_BISHOP_AFTER
16384,0,FLASH60_SQ_02
32768,0,KATYN7_2_FALL
49152,0,FLASH61_SQ_04_NPC
0,0,FLASH61_SQ_06_NPC
16384,0,FLASH61_SQ_07_NPC
32768,0,FLASH63_SQ_10_NPC
49152,0,FLASH63_SQ_04_NPC
0,0,FLASH63_SQ_08_NPC
16384,0,FLASH60_KOSTAS
32768,0,FLASH60_SQ_07_NPC
49152,0,PILGRIM46_ACELLU
0,0,PILGRIM46_REED
16384,0,PILGRIM46_NPC05
32768,0,ROKAS26_QUEST01_STONE
49152,0,PILGRIM47_CACTOR
0,0,PILGRIM47_SQ_080_BOX
16384,0,CHATHEDRAL53_MQ02_BOOK1
32768,0,CHATHEDRAL53_MQ02_BOOK2
49152,0,CHATHEDRAL53_MQ02_BOOK3
0,0,CHATHEDRAL53_MQ02_BOOK4
16384,0,CHATHEDRAL53_MQ02_BOOK5
32768,0,CHATHEDRAL53_MQ02_BOOK6
49152,0,CHATHEDRAL56_MQ_BISHOP
0,0,SOUT_REFUGEE01
16384,0,SOUT_REFUGEE02
32768,0,SOUT_REFUGEE03
49152,0,SOUT_REFUGEE01_1
0,0,SOUT_REFUGEE02_1
16384,0,SOUT_REFUGEE03_1
32768,0,SOUT_REFUGEE01_2
49152,0,SOUT_REFUGEE02_2
0,0,SOUT_REFUGEE03_2
16384,0,TREASUREBOX_BUBE
32768,0,ROKAS31_SUB_01_BOX
49152,0,KATYN13_1_TO_OWLJUNIOR3_S1_BOX
0,0,KATYN13_ADDQUEST6_NPC
16384,0,SIAULIAIOUT_HEALER_C
32768,0,SIAULIAIOUT_HEALER_B
49152,0,CHATHEDRAL53_SQ05_NPC
0,0,CHATHEDRAL53_SQ05_NPC_AFTER
16384,0,MINE_1_CRYSTAL_10
32768,0,PILGRIM50_ALTAR
49152,0,MINE_1_ELEVATOR
0,0,MINE_3_RESIENT1_BIND
16384,0,MINE_3_GIRL_BIND
32768,0,D_CMINE_NPC01_BIND
49152,0,D_CMINE_NPC02_BIND
0,0,MINE_2_CRYSTAL_16_PART
16384,0,MINE_2_CRYSTAL_20_PART
32768,0,MINE_2_CRYSTAL_2_PIPE
49152,0,MINE_2_CRYSTAL_3_PIPE
0,0,FTOWER45_MQ_05_D
16384,0,MINE_1_CRYSTAL_4
32768,0,CMINE3_BOSSROOM_OPEN
49152,0,WS_ACT4_3_ACT4_BOSS
0,0,SIAULIAIOUT_MINER_C
32768,0,ZACHA4F_MQ_03_HIDE01
49152,0,ZACHA4F_MQ_03_HIDE02
0,0,SOUT_PHARMACY
16384,0,SOUT_CRAFTSMAN
32768,0,SIAULIAIOUT_SOLDIRE_SQ31
49152,0,SIAULIAIOUT_SOLDIRE_SQ32
0,0,ROKAS27_AIRINE_EFFECT
16384,0,ROKAS27_QB_14_1
32768,0,ROKAS27_QB_14_2
49152,0,ROKAS27_QB_14_3
0,0,SOUT_Q_16_WALL
