ClassID,WarpCost,EventExp,BindCamFarPlane,UseMapFog,DefGenX,DefGenY,DefGenZ,RotateAngle,Width,Height,RewardEXPBM,ItemPriorityTime,StaminaRate,MaxHateCount,NotUseHide,PoisonGroup,DropItemRatio1,DropItemRatio2,DropItemRatio3,DropItemRatio4,DropItemRatio5,DropItemRatio6,DropItemRatio7,DropItemRatio8,DropItemRatio9,DropItemRatio10,ClassName,CategoryName,Name,BgmPlayList,Group,Theme,MapType,WorldMap,PhysicalLinkZone,QuestLinkZone,Journal,IntroDirection,EngName,BgName,Type,isVillage,Party,WaterScript,FixedLvScp,Mission,SaveProperty,LocFile,ChangeChannel,UseCulling,InitScript,UseAIOutOfPC,TeamObb,MonEnterScp,DropItemClassName1,DropItemBNType1,DropItemExceptMon1,DropItemClassName2,DropItemBNType2,DropItemExceptMon2,DropItemClassName3,DropItemBNType3,DropItemExceptMon3,DropItemClassName4,DropItemBNType4,DropItemExceptMon4,DropItemClassName5,DropItemBNType5,DropItemExceptMon5,DropItemClassName6,DropItemBNType6,DropItemExceptMon6,DropItemClassName7,DropItemBNType7,DropItemExceptMon7,DropItemClassName8,DropItemBNType8,DropItemExceptMon8,DropItemClassName9,DropItemBNType9,DropItemExceptMon9,DropItemClassName10,DropItemBNType10,DropItemExceptMon10
24576,0,32768,32768,0,49152,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cmine_01,클라페다령,수정광산 1층,d_crystal_mine,cmine,수정광산,Dungeon,3/2/1,d_cmine_02/f_siauliai_out,d_cmine_02/f_siauliai_out,TRUE,,d_cmine_01,d_cmine_01,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,53248,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cmine_02,클라페다령,수정광산 2층,d_crystal_mine,cmine,수정광산,Dungeon,3/2/2,d_cmine_01/d_cmine_6,d_cmine_01/d_cmine_6,TRUE,,d_cmine_02,d_cmine_02,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,12288,0,40960,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cmine_6,클라페다령,수정광산 3층,d_crystal_mine,cmine,수정광산,Dungeon,3/2/3,d_cmine_02/d_cmine_8,d_cmine_02/d_cmine_8/f_gele_57_1,TRUE,,d_cmine_6,d_cmine_6,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,0,0,32768,0,0,0,24576,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_gele_57_1,클라페다령,은수협곡,f_gele,gele,겔리고원,Field,5/1/0,f_siauliai_out/f_gele_57_2,f_siauliai_out/f_gele_57_2/d_cmine_6,TRUE,,f_gele_57_1,f_gele_57_1,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,0,32768,49152,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_gele_57_2,클라페다령,너울 고원,f_gele,gele,겔리고원,Field,5/2/0,f_gele_57_1/f_gele_57_3,f_gele_57_1/f_gele_57_3,TRUE,,f_gele_57_2,f_gele_57_2,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12288,0,0,32768,0,32768,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_gele_57_3,클라페다령,옥빛서린 벼랑,f_gele,gele,겔리고원,Field,5/3/0,f_gele_57_2/f_gele_57_4/f_huevillage_58_1/f_pilgrimroad_41_1,f_gele_57_2/f_gele_57_4/f_huevillage_58_1/f_pilgrimroad_41_1,TRUE,,f_gele_57_3,f_gele_57_3,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,0,0,32768,0,16384,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_gele_57_4,클라페다령,내린나무 화원,f_gele,gele,겔리고원,Field,5/4/0,f_gele_57_3/d_chapel_57_5/d_chapel_57_6/f_katyn_7,f_gele_57_3/d_chapel_57_5/d_chapel_57_6/f_katyn_7,TRUE,,f_gele_57_4,f_gele_57_4,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20480,0,0,32768,0,24576,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_chapel_57_5,클라페다령,테넷 성당 지하 1층,d_cathedral_1,chapel,테넷성당,Dungeon,6/4/1,f_gele_57_4/d_chapel_57_6,f_gele_57_4/d_chapel_57_6,TRUE,,d_chapel_57_5,d_chapel_57_5,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_chapel_57_6,클라페다령,테넷 성당 지상 1층,d_cathedral_1,chapel,테넷성당,Dungeon,6/4/2,f_gele_57_4/d_chapel_57_5,f_gele_57_4/d_chapel_57_5,TRUE,,d_chapel_57_6,d_chapel_57_6,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28672,0,0,32768,0,49152,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_chapel_57_7,클라페다령,테넷 성당 지상 2층,d_cathedral_1,chapel,테넷성당,Dungeon,6/4/3,d_chapel_57_6,d_chapel_57_6/f_huevillage_58_1,TRUE,,d_chapel_57_7,d_chapel_57_7,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,YES,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,0,0,32768,0,24576,0,24576,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_huevillage_58_1,클라페다령,풀가람 터,f_7coloredvalley,huevillage,칠채곡,Field,3/3/0,f_gele_57_3/f_huevillage_58_2/f_siauliai_50_1,f_gele_57_3/f_huevillage_58_2/f_siauliai_50_1/d_chapel_57_7,TRUE,,f_huevillage_58_1,f_huevillage_58_1,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36864,0,0,32768,0,32768,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_huevillage_58_2,클라페다령,마름포석골,f_7coloredvalley,huevillage,칠채곡,Field,3/4/0,f_huevillage_58_1/f_huevillage_58_3,f_huevillage_58_1/f_huevillage_58_3,TRUE,,f_huevillage_58_2,f_huevillage_58_2,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,0,0,49152,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_huevillage_58_3,클라페다령,쪽빛나무 고원,f_7coloredvalley,huevillage,칠채곡,Field,3/5/0,f_huevillage_58_2/f_huevillage_58_4,f_huevillage_58_2/f_huevillage_58_4,TRUE,,f_huevillage_58_3,f_huevillage_58_3,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45056,0,0,32768,0,26624,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_huevillage_58_4,클라페다령,칠채고원평,f_7coloredvalley,huevillage,칠채곡,Field,3/6/0,f_huevillage_58_3/d_thorn_19/f_siauliai_46_4/f_katyn_13,f_huevillage_58_3/d_thorn_19/f_siauliai_46_4/f_katyn_13/f_rokas_24,TRUE,,f_huevillage_58_4,f_huevillage_58_4,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,16384,0,55296,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_katyn_7,클라페다령,카틴 숲 입구,f_katyn,katyn,카틴,Field,4/3/0,f_katyn_7_2/f_gele_57_4,f_katyn_7_2/f_gele_57_4/d_firetower_45,TRUE,,KATYN,f_katyn_7,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,0,0,32768,0,32768,0,4096,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_katyn_7_2,클라페다령,희미한 묘지,f_katyn,katyn,카틴,Field,4/4/0,f_katyn_7/f_katyn_13,f_katyn_7/f_katyn_13,TRUE,,KATYN,f_katyn_7_2,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,32768,32768,0,57344,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cmine_8,클라페다령,수정광산 2광구 1층,,cmine,수정광산,Dungeon,4/2/1,d_cmine_6/d_cmine_9,d_cmine_6/d_cmine_9/d_firetower_41/d_firetower_42/d_firetower_43,TRUE,,d_cmine_8,d_cmine_8,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,32768,32768,0,0,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_cmine_9,클라페다령,수정광산 2광구 2층,,cmine,수정광산,Dungeon,4/2/2,d_cmine_8,d_cmine_8/d_firetower_44/d_firetower_45,TRUE,,d_cmine_9,d_cmine_9,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,16384,32768,0,30720,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_katyn_10,클라페다령,구슬빛 샘터,,katyn,카틴,Field,,,,TRUE,,KATYN,f_katyn_10,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,0,49152,32768,0,49152,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_11_re,클라페다령,잊혀진 나루,,katyn,샤울레이,Field,,,,TRUE,,SIAULIAI,f_siauliai_11_re,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,0,32768,0,0,0,28672,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_katyn_13,클라페다령,단층지,f_katyn,katyn,카틴,Field,4/5/0,f_katyn_7_2/f_huevillage_58_4/f_katyn_14,f_katyn_7_2/f_huevillage_58_4/f_katyn_14,TRUE,,KATYN,f_katyn_13,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,57344,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_katyn_14,클라페다령,큰뿌리 벌,f_katyn,katyn,카틴,Field,5/5/0,f_katyn_13/d_thorn_22,f_katyn_13/d_thorn_22,TRUE,,KATYN,f_katyn_14,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,0,16384,32768,0,32768,32768,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_15_re,페디미안 직할령,덧댄다리 숲,,katyn,샤울레이,Field,,,,TRUE,,SIAULIAI,f_siauliai_15_re,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,16384,32768,0,20480,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_siauliai_16,페디미안 직할령,무지개 연못,,katyn,샤울레이,Field,,,,TRUE,,SIAULIAI,f_siauliai_16,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,49152,32768,0,40960,32768,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_katyn_18,대삼림 지대,자루머리 고개,,katyn,카틴,Field,5/20/0,id_catacomb_01/f_whitetrees_23_1,id_catacomb_01/f_whitetrees_23_1,TRUE,,KATYN,f_katyn_18,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,16384,32768,0,0,32768,20480,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_thorn_19,페디미안 직할령,관문로,d_thorn,thorn,가시숲,Field,4/6/0,f_huevillage_58_4/d_thorn_20/f_siauliai_46_1,f_huevillage_58_4/d_thorn_20/f_siauliai_46_1,TRUE,,THORN FOREST,d_thorn_19,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,32768,0,8192,32768,57344,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_thorn_20,페디미안 직할령,가시마음골,d_thorn,thorn,가시숲,Field,5/7/0,d_thorn_19/d_thorn_21/d_thorn_22/p_cathedral_1,d_thorn_19/d_thorn_21/d_thorn_22/p_cathedral_1,TRUE,,THORN FOREST,d_thorn_20,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,32768,32768,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_thorn_21,페디미안 직할령,낙우림,d_thorn,thorn,가시숲,Field,6/7/0,d_thorn_20/d_thorn_23,d_thorn_20/d_thorn_23,TRUE,,THORN FOREST,d_thorn_21,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,32768,32768,0,49152,32768,45056,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_thorn_22,페디미안 직할령,영혼고개,d_thorn,thorn,가시숲,Field,5/6/0,f_katyn_14/d_thorn_20/d_thorn_23,f_katyn_14/d_thorn_20/d_thorn_23,TRUE,,THORN FOREST,d_thorn_22,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,49152,32768,0,16384,8192,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d_thorn_23,페디미안 직할령,해진깃발숲,d_thorn,thorn,가시숲,Field,6/6/0,d_thorn_21/d_thorn_22/f_rokas_24,d_thorn_21/d_thorn_22/f_rokas_24/f_pilgrimroad_46,TRUE,,THORN FOREST,d_thorn_23,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,49152,32768,0,32768,0,20480,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_24,페디미안 직할령,대왕의 관문,f_rokas_1,rokas,협곡지대,Field,7/6/0,d_thorn_23/f_rokas_25,d_thorn_23/f_rokas_25/f_huevillage_58_4,TRUE,,f_rokas_24,f_rokas_24,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,49152,32768,0,40960,0,16384,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_25,페디미안 직할령,부러진 기둥 협곡,f_rokas_1,rokas,협곡지대,Field,8/6/0,f_rokas_24/f_rokas_26,f_rokas_24/f_rokas_26,TRUE,,f_rokas_25,f_rokas_25,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,40960,32768,0,0,16384,28672,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_26,페디미안 직할령,긴다리 계곡,f_rokas_1,rokas,협곡지대,Field,8/7/0,f_rokas_25/f_rokas_27,f_rokas_25/f_rokas_27,TRUE,,f_rokas_26,f_rokas_26,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,49152,49152,0,0,32768,12288,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_27,페디미안 직할령,석주대,f_rokas_1,rokas,협곡지대,Field,8/8/0,f_rokas_26/f_rokas_28,f_rokas_26/f_rokas_28,TRUE,,f_rokas_27,f_rokas_27,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,8192,32768,0,16384,8192,40960,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_28,페디미안 직할령,돌다리망터,f_rokas_2,rokas,협곡지대,Field,7/9/0,f_rokas_27/f_rokas_29,f_rokas_27/f_rokas_29,TRUE,,f_rokas_28,f_rokas_28,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40960,0,24576,16384,0,28672,32768,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_29,페디미안 직할령,무무고원,f_rokas_2,rokas,협곡지대,Field,7/10/0,f_rokas_28/f_rokas_30/f_pilgrimroad_48/p_catacomb_1,f_rokas_28/f_rokas_30/f_pilgrimroad_48/p_catacomb_1,TRUE,,f_rokas_29,f_rokas_29,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,32768,0,49152,0,32768,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_30,페디미안 직할령,왕의 고원,f_rokas_2,rokas,협곡지대,Field,6/11/0,f_rokas_29/f_rokas_31/f_remains_39,f_rokas_29/f_rokas_31/f_remains_39,TRUE,,f_rokas_30,f_rokas_30,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,32768,0,32768,0,8192,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f_rokas_31,페디미안 직할령,굽어보는 교차로,f_rokas_2,rokas,협곡지대,Field,5/10/0,f_rokas_30/f_remains_37/d_zachariel_32,f_rokas_30/f_remains_37/d_zachariel_32,TRUE,,f_rokas_31,f_rokas_31,PARTYWAR,NO,YES,,,NO,YES,,YES,YES,,NO,NO,MON_ENTER_COMMON,,Etc_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
