ClassID,ClassName,DBSave,BasicHelp,Category,Title,SimpleExplain,DetailExplain_1,PictureAboutExplain_1,SubExplainAboutPicture_1,DetailExplain_2,PictureAboutExplain_2,SubExplainAboutPicture_2,DetailExplain_3,PictureAboutExplain_3,SubExplainAboutPicture_3,DetailExplain_4,PictureAboutExplain_4,SubExplainAboutPicture_4,DetailExplain_5,PictureAboutExplain_5,SubExplainAboutPicture_5,DetailExplain_6,PictureAboutExplain_6,SubExplainAboutPicture_6
0,TUTO_REIN,YES,NO,아이템,장비 강화,장비 강화기능을 이용하여 장비의 기본성능을 올릴 수 있습니다.,{img F2 40 40}키를 사용하여 인벤토리를 열고 '모루'아이템에 {img mouseclick_right 40 40}하면 장비 강화를 시작할 수 있습니다.,TUTO_REIN_01,'모루'아이템은 상인NPC에게 구입하거나 몬스터 사냥에서 얻을 수 있습니다.,모루를 사용하여 장착 중이거나 소지중인 장비를 선택하면 강화창이 등장합니다.,TUTO_REIN_02,장비 강화창에서 '강화 시작' 버튼을 클릭하면 캐릭터 근처에 '모루'가 생성 됩니다. 이때 '모루'를 타격하면 강화를 완료할 수 있습니다.,장비 강화에 성공하면 해당 장비의 주요 포인트가 상승하며 '포텐셜'이 감소하지 않습니다.,TUTO_REIN_03,,만약 강화에 실패하면 해당 장비의 강화 효과가 모두 초기화 되며 '포텐셜'이 1 포인트 감소합니다.,TUTO_REIN_04,,,,,,,
0,TUTO_COLLECTION,YES,NO,수집,콜렉션,덱을 습득하여 콜렉션을 완성하면 유용한 효과를 얻을 수 있습니다.,콜렉션은 '덱' 아이템을 통해서 활성화 시킬 수 있습니다.,TUTO_COLLECTION_01,'덱'아이템은 다양한 경로로 습득할 수 있으며 사용하면 '콜렉션'에 추가됩니다.,등록된 '덱'은 {img F8 40 40} 키를 사용하여 확인할 수 있습니다.,TUTO_COLLECTION_02,완성하고자 하는 '콜렉션'의 정보를 선택하면 완성하는데 필요한 아이탬 정보를 확인할 수 있습니다.,'콜렉션 효과'를 활성화시키기 위해선 해당 콜렉션이 요구하는 아이템을 획득하여 해당 슬롯에 장착해야 합니다.,TUTO_COLLECTION_03,인벤토리에서 콜렉션 빈슬롯으로 아이템을 드레그 하면 장착됩니다.,완성된 콜렉션은 하단의 '콜렉션 효과'를 캐릭터에게 부여합니다.,TUTO_COLLECTION_04,오직 완성된 콜렉션에서만 '콜렉션 효과'를 얻을 수 있습니다.,마우스 {img mouseclick_right 40 40}을 누르면 슬롯에서 아이템을 제거할 수 있습니다,TUTO_COLLECTION_05,아이템을 슬롯에서 제거하면 해당 효과가 사라집니다. 제거된 아이템은 인벤토리에 들어갑니다.,,,
0,TUTO_INCOMPATIBLE,YES,NO,전투,상성,몬스터들은 원소 속성과 방어 속성을 한 가지씩 가지고 있습니다.,원소 속성은 다음과 같은 상성을 갖고 있습니다.,TUTO_INCOMPATIBLE_01,ex) '얼음'속성으로 '화염'속성의 몬스터를 공격하면 효과적입니다.,방어 속성은 다음과 같은 상성을 갖고 있습니다.,TUTO_INCOMPATIBLE_02,ex) '베기'타입의 스킬로 '천 방어구'타입의 몬스터를 공격하면 효과적입니다.,,,,,,,,,,,,
0,TUTO_NPC_REPAIR_01,YES,NO,아이템,장비 수리,내구도가 감소한 장비는 대장장이에게 수리를 부탁할 수 있습니다.,내구도가 0이 된 장비는 더 이상 사용할 수 없습니다.,TUTO_NPC_REPAIR_01_01,,수리창을 통해 내구도가 감소한 아이템들을 수리할 수 있습니다.{nl}수리하려는 아이템을 선택한 후 '장비 수리'를 클릭하면 선택한 아이템들의 내구도가 최대치로 회복됩니다.,TUTO_NPC_REPAIR_01_02,장비마다 정해진 수리비용이 청구되며 보통 높은 랭크의 아이템은 더 많은 수리비용이 청구됩니다.,,,,,,,,,,,,
0,TUTO_GEM_EQUIP,YES,NO,아이템,젬,장비에 젬을 추가하여 유용한 효과를 추가할 수 있습니다.,소지중인 장비에 소켓이 있다면 젬을 끼워넣을 수 있습니다.,TUTO_GEM_EQUIP_01,장비에 따라 소켓이 없을 수도 있습니다.,젬 소켓이 없는 장비는 대장장이 NPC에게 부탁하여 소켓을 뚫을 수 있습니다.,TUTO_GEM_EQUIP_02,소켓 추가에는 실버가 필요 합니다.,인벤토리의 젬을 마우스 우클릭하면 젬을 부착할 수 있는 아이템의 아이콘이 활성화 됩니다.,TUTO_GEM_EQUIP_03,아이템을 선택하면 해당 아이템의 소켓에 젬이 부착됩니다.,부착된 젬은 아이템 툴팁에서 확인할 수 있습니다.,TUTO_GEM_EQUIP_04,,이미 아이템에 부착된 젬은 '소켓 관리'의 '젬 추출'을 통해 다시 제거할 수 있습니다.,TUTO_GEM_EQUIP_05,"제거 시, 포텐셜이 소모되니 주의하세요.",,,
0,TUTO_RESURRECTION,YES,NO,기본정보,부활,부활 기능을 사용하면 죽은 캐릭터를 다시 되살려 낼 수 있습니다.,체력이 0이된 캐릭터는 죽게되며 '전투 불능' 상태가 됩니다.,TUTO_RESURRECTION_01,'전투 불능'상태에선 부활방법이나 '대기'를 선택할 수 있습니다.,,,,,,,,,,,,,,,
0,TUTO_MAGIC_AMULET,NO,NO,아이템,매직 어뮬렛,습득한 무기에 매직 어뮬렛을 달아 유용한 효과를 추가할 수 있습니다.,장비 중 '무기'와 '방패' 아이템에 매직 어뮬렛을 부착할 수 있습니다.,TUTO_MAGIC_AMULET_01,매직 어뮬렛을 부착할 수 있는 슬롯은 장비마다 다를 수 있습니다.,부착된 매직 어뮬렛은 제거할 수 없습니다.,TUTO_MAGIC_AMULET_02,매직 어뮬렛은 강화할 수 없습니다.,매직 어뮬렛은 필드의 몬스터를 처치하여 습득할 수 있습니다.,TUTO_MAGIC_AMULET_03,,,,,,,,,,
0,TUTO_CAMPFIRE,YES,NO,아이템,모닥불,"모닥불을 사용하여 체력회복을 빠르게 장비 강화, 젬 조합등을 할 수 있습니다.",휴식모드 상태에서 '모닥불 설치' 기능을 사용하면 모닥불을 설치 할 수 있습니다.,TUTO_CAMPFIRE_01,모닥불을 사용하기 위해선 인벤토리에 재료가 있어야 합니다. {nl}{img key1 40 40} ~ {img key9 40 40} 숫자키를 사용하여 위치를 지정할 수 있습니다.{nl}모닥불의 재료는 도시에 위치한 '도구 상인'NPC를 통해 구입할 수 있습니다.,모닥불은 캐릭터 주변에 위치를 선택하여 설치할 수 있습니다.,TUTO_CAMPFIRE_02,,,,,,,,,,,,,
0,TUTO_FIREWOOD,NO,NO,아이템,장작 넣기,,,,,,,,,,,,,,,,,,,
0,TUTO_COOKING,NO,NO,아이템,조리 하기,,,,,,,,,,,,,,,,,,,
0,QUEST_ACT2_DISS1,YES,NO,퀘스트,흩어진 보급품,보급품 상자 회수방법,보급품 상자는 동쪽 숲 나무주변에 흩어져 있습니다.,QUEST_ACT2_DISS1_01,,상자 앞에서 {img SPACE 40 40}키를 사용하면 보급품 상자를 회수할 수 있습니다.,QUEST_ACT2_DISS1_02,,,,,,,,,,,,,
0,TUTO_PETSHOP,YES,NO,컴패니언,컴패니언 활용,컴패니언을 분양받아 육성하면 전투와 이동에 도움을 받을 수 있습니다.,컴패니언은 도시에 위치한 컴패니언 상인에게 분양받을 수 있습니다.,TUTO_PETSHOP_01,컴패니언 상인은 분양뿐만 아니라 컴패니언 전용 아이템 판매와 훈련을 도와줍니다.{nl}※컴패니언은 한 번에 한 마리만 데리고 다닐 수 있습니다.{nl}{nl} ,분양비용이 충분하다면 바로 컴패니언을 분양받을 수 있습니다.,TUTO_PETSHOP_02,분양 시 컴패니언에게 이름을 지어줄 수 있습니다.{nl}{nl} ,분양한 컴패니언은 캐릭터를 따라다니며 가까이 다가가 탑승할 수 있습니다.,TUTO_PETSHOP_03,컴패니언에게 다가간 후 {img Alt 40 40} + {img arrowkey_up 40 40}키를 사용하면 탑승할 수 있으며 {img Alt 40 40} + {img arrowkey_down 40 40}키를 이용하여 내릴 수 있습니다.{nl}{nl} ,{img F9 40 40}키를 사용하면 현재 따라다니고 있는 컴패니언의 정보를 확인할 수 있습니다.,TUTO_PETSHOP_04,컴패니언의 경험치가 쌓이면 레벨이 상승합니다.{nl} {nl}컴패니언의 모든 활동은 컴패니언의 '스태미나'를 사용합니다.{nl} {nl}{nl}'휴면'버튼을 누르면 현재 데리고 다니는 컴패니언을 해제할 수 있습니다.{nl} {nl}다시 따라다니게 하려면 '활동'을 누르세요.{nl}{nl} ,컴패니언은 '훈련'을 통해 더 강하게 육성할 수 있습니다.,TUTO_PETSHOP_05,컴패니언 상인이 제공하는 '훈련'기능을 사용하여 컴패니언의 특성을 훈련시킬 수 있습니다.{nl}{nl} ,컴패니언의 활동으로 소모된 스태미나는 컴패니언에게 먹이를 먹여서 회복시킬 수 있습니다.,TUTO_PETSHOP_06,컴패니언 먹이는 도시의 컴패니언 상인이 판매하고 있습니다.
0,TUTO_DUNGEON,YES,NO,던전,던전,던전은 매우 위험하지만 특별한 보상이 기다리고 있습니다.,던전에 등장하는 몬스터들은 캐릭터를 발견하면 먼저 공격해 옵니다.{nl}파티원을 모집해서 도전해 보세요!,,,던전에서 캐릭터가 죽었을 때 '가까운 지역에서 부활'을 선택하면 던전 입구로 이동합니다.{nl}던전 깊숙히 들어왔다면 항상 조심하세요!,,,젬은 던전 몬스터와 보스 몬스터를 사냥해서 구할 수 있습니다{nl}캐릭터가 죽으면 때때로 젬을 잃어버릴 수 있습니다. 조심하세요,,,,,,,,,,,
