ClassID,NormalDialog1_Level,NormalDialog2_Level,NormalDialog3_Level,NormalDialog4_Level,NormalDialog5_Level,NormalDialog6_Level,NormalDialog7_Level,NormalDialog8_Level,NormalDialog9_Level,NormalDialog10_Level,SD_LvUp1,SD_LvUp2,SD_LvUp3,SD_LvUp4,SD_LvUp5,ID_LvUp1,ID_LvUp2,ID_LvUp3,ID_LvUp4,ID_LvUp5,ClassName,CMM_Name,SelectDialog,IdleDialog,QuestName1,QuestName2,QuestName3,QuestName4,QuestName5,QuestName6,QuestName7,QuestName8,QuestName9,QuestName10,QuestName11,QuestName12,QuestName13,QuestName14,QuestName15,QuestName16,QuestName17,QuestName18,QuestName19,QuestName20,QuestName21,QuestName22,QuestName23,QuestName24,QuestName25,QuestName26,QuestName27,QuestName28,QuestName29,QuestName30,QuestName31,QuestName32,QuestName33,QuestName34,QuestName35,QuestName36,QuestName37,QuestName38,QuestName39,QuestName40,QuestName41,QuestName42,QuestName43,QuestName44,QuestName45,QuestName46,QuestName47,QuestName48,QuestName49,QuestName50,NormalDialog1,NormalBeforeDialog1,NormalDialog1_Condition,NormalDialog1_PrecheckScript,NormalDialog1_Quest,NormalDialog1_QuestState,NormalDialog2,NormalBeforeDialog2,NormalDialog2_Condition,NormalDialog2_PrecheckScript,NormalDialog2_Quest,NormalDialog2_QuestState,NormalDialog3,NormalBeforeDialog3,NormalDialog3_Condition,NormalDialog3_PrecheckScript,NormalDialog3_Quest,NormalDialog3_QuestState,NormalDialog4,NormalBeforeDialog4,NormalDialog4_Condition,NormalDialog4_PrecheckScript,NormalDialog4_Quest,NormalDialog4_QuestState,NormalDialog5,NormalBeforeDialog5,NormalDialog5_Condition,NormalDialog5_PrecheckScript,NormalDialog5_Quest,NormalDialog5_QuestState,NormalDialog6,NormalBeforeDialog6,NormalDialog6_Condition,NormalDialog6_PrecheckScript,NormalDialog6_Quest,NormalDialog6_QuestState,NormalDialog7,NormalBeforeDialog7,NormalDialog7_Condition,NormalDialog7_PrecheckScript,NormalDialog7_Quest,NormalDialog7_QuestState,NormalDialog8,NormalBeforeDialog8,NormalDialog8_Condition,NormalDialog8_PrecheckScript,NormalDialog8_Quest,NormalDialog8_QuestState,NormalDialog9,NormalBeforeDialog9,NormalDialog9_Condition,NormalDialog9_PrecheckScript,NormalDialog9_Quest,NormalDialog9_QuestState,NormalDialog10,NormalBeforeDialog10,NormalDialog10_Condition,NormalDialog10_PrecheckScript,NormalDialog10_Quest,NormalDialog10_QuestState,SD_QuestDialog1,SD_QuestName1,SD_QuestState1,SD_DialogCount1,SD_PrecheckScript1,SD_QuestDialog2,SD_QuestName2,SD_QuestState2,SD_DialogCount2,SD_PrecheckScript2,SD_QuestDialog3,SD_QuestName3,SD_QuestState3,SD_DialogCount3,SD_PrecheckScript3,SD_QuestDialog4,SD_QuestName4,SD_QuestState4,SD_DialogCount4,SD_PrecheckScript4,SD_QuestDialog5,SD_QuestName5,SD_QuestState5,SD_DialogCount5,SD_PrecheckScript5,ID_QuestDialog1,ID_QuestName1,ID_QuestState1,ID_DialogCount1,ID_PrecheckScript1,ID_QuestDialog2,ID_QuestName2,ID_QuestState2,ID_DialogCount2,ID_PrecheckScript2,ID_QuestDialog3,ID_QuestName3,ID_QuestState3,ID_DialogCount3,ID_PrecheckScript3,ID_QuestDialog4,ID_QuestName4,ID_QuestState4,ID_DialogCount4,ID_PrecheckScript4,ID_QuestDialog5,ID_QuestName5,ID_QuestState5,ID_DialogCount5,ID_PrecheckScript5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_SOL3,아라스,SIAUL_WEST_SOL3_basic1,SIAUL_WEST_SOL3_basic1,SIAUL_WEST_SOLDIER3,SIAUL_WEST_HAMING_LEAF,SIAUL_WEST_KNIGHT,SIAUL_WEST_BOSS_GOLEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIAUL_WEST_SOL3_basic1,SIAUL_WEST_KNIGHT,COMPLETE,,,,,,,,,,,,,,,,,,,,,,
49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_LAIMONAS,SIAUL_WEST_LAIMONAS,SIAUL_WEST_LAIMONAS_basic1,SIAUL_WEST_LAIMONAS_basic1,SIAUL_WEST_LAIMONAS1,SIAUL_WEST_LAIMONAS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIAUL_WEST_LAIMONAS_BASIC01,SIAUL_WEST_KNIGHT,COMPLETE,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_LAIMONAS1_TRIGGER,SIAUL_WEST_LAIMONAS1_TRIGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_LAIMONAS2_TRIGGER,SIAUL_WEST_LAIMONAS2_TRIGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_LAIMONAS3_TRIGGER,SIAUL_WEST_LAIMONAS3_TRIGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_ROCK,SIAUL_WEST_ROCK,,,SIAUL_WEST_WOOD_SPIRIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_HANAMING_TRIGGER,SIAUL_WEST_HANAMING_TRIGGER,,,SIAUL_WEST_SOLDIER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAUL_WEST_BOSS_GOLEM_TRIGGER,SIAUL_WEST_BOSS_GOLEM_TRIGGER,,,SIAUL_WEST_BOSS_GOLEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIALUL_WEST_ONION_BIG_TRIGGER,SIALUL_WEST_ONION_BIG_TRIGGER,,,SIAUL_WEST_ONION_BIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KLAPEDA_USKA,KLAPEDA_USKA,ACT_KNIGHT_basic1,ACT_KNIGHT_basic1,KLAPEDA_GO_TO_EAST,CMINE6_TO_KATYN7_1,CMINE6_TO_KATYN7_2,JOB_PELTASTA2_1,JOB_PELTASTA2_2,JOB_PELTASTA2_3,EAST_PREPARE,CMINE6_TO_KATYN7_3,JOB_HIGHLANDER4_2,JOB_HIGHLANDER4_3,JOB_HIGHLANDER4_4,KATYN_14_HQ_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,ACT_KNIGHT_basic2,CMINE6_TO_KATYN7_1,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,ACT_KNIGHT_basic2,CMINE6_TO_KATYN7_1,COMPLETE,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_PELTASTA2_3_TRIGGER,JOB_PELTASTA2_3_TRIGGER,,,JOB_PELTASTA2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_PRIEST2_1_TRIGGER,JOB_PRIEST2_1_TRIGGER,,,JOB_PRIEST2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_CLERIC2_2_TRIGGER,JOB_CLERIC2_2_TRIGGER,,,JOB_CLERIC2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_PSYCHOKINESIST3_1_TRIGGER,JOB_PSYCHOKINESIST3_1_TRIGGER,,,JOB_PSYCHOKINESIST3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_QUARREL3_2_TRIGGER,JOB_QUARREL3_2_TRIGGER,,,JOB_QUARREL3_2,JOB_ARCHER3_2,JOB_RANGER3_2,JOB_DIEVDIRBYS3_2,JOB_WARRIOR3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KLAPEDA_NPC_12_02,KLAPEDA_NPC_12_02,,,JOB_DIEVDIRBYS3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_PYROMANCER3_1_TRIGGER,JOB_PYROMANCER3_1_TRIGGER,,,JOB_PYROMANCER3_1,JOB_PELTASTA3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_FEDIMIAN_TRIGGER,JOB_FEDIMIAN_TRIGGER,,,JOB_SORCERER3_1,JOB_NECROMANCER3_1,JOB_DRUID5_1,JOB_CENTURION3_1,JOB_SADU3_1,JOB_HACKAPELL5_1,JOB_WUGU3_1,JOB_HACKAPELL5_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOB_SORCERER3_1_NPC,JOB_SORCERER3_1_NPC,,,JOB_SORCERER3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
