ClassID,Weight,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,ClassName,Name,ItemType,Journal,GroupName,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,ItemGrade,TooltipImage,Icon,ReqToolTip,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,ShopTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,CoolDown,CoolDownGroup,LogoutSave
46480,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,siauliai_wicked_bark,기분나쁜 나무껍질,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_radish,icon_item_radish,퀘스트 아이템,기괴하게 변한 나무 껍질. 마족의 힘에 영향을 받은 것으로 추측하고 있다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46816,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Siauliai16Report1,블락의 보고서,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Scroll,icon_item_Scroll,퀘스트 아이템,블락의 보고서. 근처 지역을 정찰한 내용이 적혀 있다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46832,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Siauliai16Report2,요크의 정기 보고서,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Scroll,icon_item_Scroll,퀘스트 아이템,요크의 보고서. 최근 늘어난 몬스터들의 움직임에 대한 내용이 적혀 있다. 부관 볼다에게 가져다 주자.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46848,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Siauliai16Cure,부베 약탈자의 주머니,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_small_bag,icon_item_small_bag,퀘스트 아이템,부베족이 가지고 다니는 약초. 거칠게 손질 되어 있지만 충분한 효능을 가지고 있다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46864,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Siauliai16Canine,샤울렘의 전리품 상자,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Quest_00017,icon_item_Quest_00017,퀘스트 아이템,부베들이 다른 곳에서 약탈해 모은 전리품. 정리 따위..,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46880,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Siauliai16Helmet,부베가 약탈한 보급품,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_small_bag,icon_item_small_bag,퀘스트 아이템,부베가 약탈해간 보급품. 양이 좀 줄어있다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46896,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Siauliai16Plume,부베의 활,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_bubebow,icon_item_bubebow,퀘스트 아이템,부베가 사용하는 화살의 깃털 장식. 몬스터 연구에 도움이 된다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46912,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Siauliai16Report3,무디의 추가 보고서,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Scroll,icon_item_Scroll,퀘스트 아이템,무디의 보고서. 몬스터가 습격해온 내용이 적혀 있다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
46960,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,katyn13_1_owlwing,날개 조각,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Gem_Elemental4,icon_item_Gem_Elemental4,퀘스트 아이템,성실한 부엉이 조각상의 날개 조각. 신성한 힘이 깃들어 있다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47056,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,katyn13_1_owlwing_sub,날개 조각,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Gem_Elemental4,icon_item_Gem_Elemental4,퀘스트 아이템,두려운 부엉이 조각상의 친구의 날개 조각. 평범한 나무 조각이 되어 버렸다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47264,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,CMINE08_QUARRY,수정구슬,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_orb_1,icon_item_orb_1,퀘스트 아이템,가공되지 않은 상태의 원석. 원석에서 보이는 수정도 연마 되지 않아 반짝이지 않는다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47296,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,CMINE08_BLOOD,부베의 혈청,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Drug_DEF2,icon_item_Drug_DEF2,퀘스트 아이템,부베족의 혈액에서 채취한 혈청. 연금술사가 장교에게 부탁한 재료. ,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47312,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,CMINE08_ADDITIVE,수정 결정,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_orb_1,icon_item_orb_1,퀘스트 아이템,균일하지 못한 수정 조각. 연금술사가 부탁한 재료.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47616,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,CMINE08_BLOOD_resin,부베의 혈청,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Drug_DEF2,icon_item_Drug_DEF2,퀘스트 아이템,죽은 부베의 혈액에서 채취한 혈청.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47632,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ZACHA32_KEEPER_KEY,토병의 열쇠,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Quest_00013,icon_item_Quest_00013,퀘스트 아이템,왕릉의 결계를 풀기위한 열쇠,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47648,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ZACHA32_KEY,왕릉2층 레버,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_rod,icon_item_rod,퀘스트 아이템,왕릉33으로 가기위한 열쇠,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47664,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ZACHA33_ITEM01,석판 조각(1),Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_statuepiece,icon_item_statuepiece,퀘스트 아이템,왕릉33으로 가기위한 열쇠,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
47680,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ZACHA33_ITEM02,석판 조각(2),Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_stonepiece_01Yellow_00,icon_item_stonepiece_01Yellow_00,퀘스트 아이템,왕릉33으로 가기위한 열쇠,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49056,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,16384,ROKAS30_PIPOTI_MAP,석공 피포티의 보물 지도,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,SiaulMapIncomplete,SiaulMapIncomplete,퀘스트 아이템,어딘가의 위치를 표시한 지도. 보물일까?,item_drop_stone_1,,,SCR_USE_ROKAS30_PIPOTI_MAP,NO,NO,NO,,Normal,,YES,,Custom,,,,NO,SCR_GET_ITEM_COOLDOWN,QuestItem1,No
49072,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,VACYS_note,탐험가 바키스의 일지,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Spellbook_1,icon_item_Spellbook_1,퀘스트 아이템,바키스가 평생을 바쳐 기록한 일지. 무척 소중히 여기는 것 같다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49088,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,VACYS_STONE,추모비를 만들 바위,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Misc_00006,icon_item_Misc_00006,퀘스트 아이템,협곡지대에서 죽어간 사람들을 추모하는 추모비를 만들 재료,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49104,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,VACYS_KIT,석공용 도구 세트,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Quest_00017,icon_item_Quest_00017,퀘스트 아이템,"돌을 조각하는데 필요한 끌, 망치, 줄 등이 담긴 도구 세트",item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49120,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,16384,VACYS_RECORD,피포티가 만든 추모비,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Gem_Elemental7,icon_item_Gem_Elemental7,퀘스트 아이템,협곡 지대에서 죽어간 사람들을 위한 추모의 내용이 적혀 있다.,item_drop_stone_1,,,SCR_USE_VACYS_RECORD,NO,NO,NO,,Normal,,YES,SCR_PRE_VACYS_RECORD,Custom,,,,NO,SCR_GET_ITEM_COOLDOWN,QuestItem1,No
49136,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,ZACHA36_CUBE1,탐색의 큐브,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Quest_00017,icon_item_Quest_00017,퀘스트 아이템,토병의 힘을 흡수해 마기를 찾아낸다,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49152,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ROKAS26_M_SLATE2,오래된 기둥 조각,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_statuepiece,icon_item_statuepiece,퀘스트 아이템,돌기둥에서 떨어져 나온 것 같은 작은 조각들. 사용처가 분명치 않지만 값어치가 나가 보인다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49168,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ROKAS26_M_SLATE3,돌기둥 표면에서 채취한 가루,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_powderb,icon_item_powderb,퀘스트 아이템,돌기둥 표면에서 채취한 고운 가루. 어디에 쓰이는 지는 알 수 없다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49184,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ROKAS26_M_SLATE4,작은 돌 조각,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Misc_00004,icon_item_Misc_00004,퀘스트 아이템,몬스터의 뱃속에서 소화되지 않고 남아있던 돌조각. 아마도 유물의 조각인 듯 하다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49200,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ROKAS26_MQ1_scroll,공간 틈새를 여는 스크롤,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Scroll,icon_item_Scroll,퀘스트 아이템,공간 틈새를 열기 위해 만들어진 스크롤. 대왕의 열쇠를 찾을 수 있다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49216,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,ROKAS26_MQ1_key,대왕의 열쇠,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Gem_Elemental17,icon_item_Gem_Elemental17,퀘스트 아이템,자카리엘 왕의 봉인을 푸는 데 필요한 열쇠,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49232,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_HOPLITE2_ITEM1,그롤의 가죽,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Misc_00012,icon_item_Misc_00012,퀘스트 아이템,하플라이트 마스터가 요구한 과제중의 하나. 무척 질겨 보인다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49248,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_HOPLITE2_ITEM2,체이퍼러의 독침,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_shorthorn,icon_item_shorthorn,퀘스트 아이템,하플라이트 마스터가 요구한 과제중의 하나. 찔리면 큰일날 것 같다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49264,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_HOPLITE2_ITEM3,유코푸스의 검은가루,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_powderbl,icon_item_powderbl,퀘스트 아이템,하플라이트 마스터가 요구한 과제중의 하나. 작은 숨결에도 금새 흩날린다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49280,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_HOPLITE2_ITEM4,엘룸의 끈적이는 수액,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Drug_CON2,icon_item_Drug_CON2,퀘스트 아이템,퀘스트 아이템입니다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49296,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_PSYCHOKINESIST2_1_ITEM1,메슘의 꽃술,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_HanamingPetal,icon_item_HanamingPetal,퀘스트 아이템,사이코키노 마스터의 연구에 필요한 재료.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49312,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,16384,JOB_PSYCHOKINESIST2_2_ITEM1,끈적이는 물약,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Drug_DEF3,icon_item_Drug_DEF3,마우스 오른쪽 버튼 클릭으로 사용,사이코키노 마스터가 메슘의 꽃술을 넣어 만든 물약. 약간 위험해 보인다.,item_drop_stone_1,,,SCR_USE_JOB_PSYCHOKINESIST2_2_ITEM1,NO,NO,NO,,Normal,,YES,SCR_PRE_JOB_PSYCHOKINESIST2_2_ITEM1,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,QuestItem1,No
49328,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_LINKER2_1_ITEM1,던볼의 핵,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_orb2,icon_item_orb2,퀘스트 아이템,링커 마스터가 시험에 필요하다며 부탁한 재료. 어디에 쓰려는 걸까?,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49344,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_LINKER2_1_ITEM2,벨리글러의 발톱,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,Cleric_m_prist01_gloves,Cleric_m_prist01_gloves,퀘스트 아이템,링커 마스터가 시험에 필요하다며 부탁한 재료. 어디에 쓰려는 걸까?,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49360,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_SAPPER2_1_ITEM1,새퍼 마스터가 숨겨둔 물품,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_small_bag,icon_item_small_bag,퀘스트 아이템,새퍼 마스터가 원래 주인에게 돌려달라며 부탁한 물건. 훔친 걸까?,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49376,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_HUNTER2_2_ITEM1,메로그의 가죽,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Misc_00008,icon_item_Misc_00008,퀘스트 아이템,쿼렐슈터 마스터가 필요하다던 가죽. 방어구에 쓰려는 것 같다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49392,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_HUNTER2_3_ITEM1,건설용 바위,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Misc_00005,icon_item_Misc_00005,퀘스트 아이템,클라페다 성곽 보수용 바위. 이 큰걸 어떻게 옮긴다..,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49408,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_HUNTER2_4_ITEM1,헌터 마스터의 주머니,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_small_bag,icon_item_small_bag,퀘스트 아이템,무엇이 들어있는지 알 수 없지만 지독한 냄새가 난다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49424,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_DIEVDIRBYS2_ITEM1,푸른 수정,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Crystal_00005,icon_item_Crystal_00005,퀘스트 아이템,조각가 테슬라가 그렇게 갖고 싶어하던 조각 재료. 무척 단단해 보인다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49440,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,0,JOB_PYROMANCER2_1_ITEM1,불의 항아리,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Drug_STR2,icon_item_Drug_STR2,퀘스트 아이템,주변 몬스터로 부터 불의 기운을 흡수하는 항아리,item_drop_stone_1,,,SCR_USE_JOB_PYROMANCER2_1_ITEM1,NO,NO,NO,,Normal,,YES,SCR_PRE_JOB_PYROMANCER2_1_ITEM1,Custom,,,,NO,SCR_GET_ITEM_COOLDOWN,QuestItem1,No
49456,0,0,0,0,0,0,0,0,0,52429,0,0,0,0,16384,JOB_KRIVI2_1_ITEM1,봉헌품,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_small_bag,icon_item_small_bag,퀘스트 아이템,여신상에 봉헌할 물품들이 들어 있다,item_drop_stone_1,,,SCR_USE_JOB_KRIVI2_1_ITEM1,NO,NO,NO,,Normal,,YES,SCR_PRE_JOB_KRIVI2_1_ITEM1,Custom,,,,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,No
49472,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_PRIEST2_1_ITEM1,프리스트 마스터의 퇴마 성수,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_SoulStone_60031,icon_item_SoulStone_60031,퀘스트 아이템,사악한 기운을 퇴마하는데 쓰이는 성수. 무척 깨끗한 물이다.,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
49488,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,JOB_WIZARD2_1_ITEM1,그롤의 껍질,Quest,TRUE,Quest,,,,,,Item_Common,Item_Common,ETC,,icon_item_Misc_00012,icon_item_Misc_00012,퀘스트 아이템,위저드 마스터의 연구를 돕기 위한 재료. ,item_drop_stone_1,,,,NO,NO,NO,,Normal,,NO,,NO,,,,NO,SCR_GET_ITEM_COOLDOWN,,No
