ClassID,BornAniCount,DeadHideTime,DeadHideBlendTime,SpriteScale,TopOffset,MidOffset,BtmOffset,LODDist,PT_Body,PT_Shirt,PT_Pants,PT_PantsAdd1,PT_PantsAdd2,PT_Face,PT_Hair,PT_Hat,PT_Gloves,PT_Boots,PT_Belt,PT_Outer,PT_OuterAdd1,PT_OuterAdd2,WlkAniSPD,RunAniSPD,MoveCompleteLoop,ClassName,RootName,FileName,EffectPostFix,UseSilhouette,Full3D_Model,DirType,MorphFile,Render,AutoJump,UseBone,Retarget,RootNode,ForceHitDummy,TopDummy,LookAtNode,HitEffectNode,DamageTextNode,PT_BodyColor,PT_ShirtColor,PT_PantsColor,PT_PantsAdd1Color,PT_PantsAdd2Color,PT_FaceColor,PT_HairColor,PT_HatColor,PT_GlovesColor,PT_BootsColor,PT_BeltColor,PT_OuterColor,PT_OuterAdd1Color,PT_OuterAdd2Color,CheckBoundingBox
22496,0,0,0,52429,0,0,0,0,22496,0,0,0,0,0,0,0,0,0,0,0,0,0,47081,65012,0,Jukopus_gray,Jukopus_gray,Jukopus_gray,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
22528,0,0,0,52429,0,0,0,0,22528,0,0,0,0,0,0,0,0,0,0,0,0,0,47081,65012,0,Jukopus_red,Jukopus_red,Jukopus_red,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23072,0,0,0,39322,0,0,0,0,23072,0,0,0,0,0,0,0,0,0,0,0,0,0,16646,0,0,Arburn_pokubu,Arburn_pokubu,Arburn_pokubu,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23104,0,0,0,39322,0,0,0,0,23104,0,0,0,0,0,0,0,0,0,0,0,0,0,16646,0,0,Arburn_pokubu_beige,Arburn_pokubu_beige,Arburn_pokubu_beige,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23136,0,0,0,39322,0,0,0,0,23136,0,0,0,0,0,0,0,0,0,0,0,0,0,16646,0,0,Arburn_pokubu_blue,Arburn_pokubu_blue,Arburn_pokubu_blue,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23168,0,0,0,39322,0,0,0,0,23168,0,0,0,0,0,0,0,0,0,0,0,0,0,16646,0,0,Arburn_pokubu_green,Arburn_pokubu_green,Arburn_pokubu_green,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23200,0,0,0,39322,0,0,0,0,23136,0,0,0,0,0,0,0,0,0,0,0,0,0,16646,0,0,arburn_pokubu_katyn7_2,Arburn_pokubu_blue,Arburn_pokubu_blue,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23712,0,0,0,39322,0,0,0,0,23712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banshee,Banshee,Banshee,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23744,0,0,0,39322,0,0,0,0,23744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banshee_pink,Banshee_pink,Banshee_pink,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23776,0,0,0,39322,0,0,0,0,23776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banshee_purple,Banshee_purple,Banshee_purple,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
23808,0,0,0,39322,0,0,0,0,23808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banshee_yellow,Banshee_yellow,Banshee_yellow,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
24352,0,0,0,39322,0,0,0,0,24352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barricade_honeycomb,Barricade_honeycomb,Barricade_honeycomb,,YES,YES,,,Normal,YES,Yes,NO,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,NO
24384,0,0,0,39322,0,0,0,0,24384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barricade_honeycomb_blue,Barricade_honeycomb_blue,Barricade_honeycomb_blue,blue,YES,YES,,,Normal,YES,Yes,NO,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,NO
24416,0,0,0,39322,0,0,0,0,24416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barricade_honeycomb_gray,Barricade_honeycomb_gray,Barricade_honeycomb_gray,gray,YES,YES,,,Normal,YES,Yes,NO,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,NO
24448,0,0,0,39322,0,0,0,0,24448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barricade_honeycomb_red,Barricade_honeycomb_red,Barricade_honeycomb_red,red,YES,YES,,,Normal,YES,Yes,NO,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,NO
24992,0,0,0,39322,0,0,0,0,24992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bushspider,Bushspider,Bushspider,,YES,NO,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip001 Spine,Bip001 Spine,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
25024,0,0,0,39322,0,0,0,0,25024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bushspider_purple,Bushspider_purple,Bushspider_purple,purple,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip001 Spine,Bip001 Spine,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
25056,0,0,0,39322,0,0,0,0,25056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bushspider_red,Bushspider_red,Bushspider_red,red,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip001 Spine,Bip001 Spine,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
25088,0,0,0,39322,0,0,0,0,25088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bushspider_white,Bushspider_white,Bushspider_white,white,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip001 Spine,Bip001 Spine,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
25120,0,0,0,39322,0,0,0,0,25120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bushspider_yellow,Bushspider_yellow,Bushspider_yellow,yellow,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip001 Spine,Bip001 Spine,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
25632,0,0,0,39322,0,0,0,0,25632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dionia,Dionia,Dionia,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
25664,0,0,0,39322,0,0,0,0,25632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dionia_mini,Dionia,Dionia,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,255;167;167;255,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
26272,0,0,0,0,0,0,0,0,26272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flower,Flower,Flower,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
26304,0,0,0,0,0,0,0,0,26304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flower_purple,Flower_purple,Flower_purple,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
26336,0,0,0,0,0,0,0,0,26336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flower_red,Flower_red,Flower_red,,YES,YES,,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
26912,0,0,0,52429,0,0,0,0,26912,0,0,0,0,0,0,0,0,0,0,0,0,0,24953,24953,0,Goblinwarrior,Goblinwarrior,Goblinwarrior,,YES,YES,,,Normal,YES,No,No,Bip01,Dummy_hitnode,Bip01 Head,Bip01 Head,Dummy_hitnode,Dummy_bufficon,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
26944,0,0,0,39322,0,0,0,0,26944,0,0,0,0,0,0,0,0,0,0,0,0,0,24953,24953,0,Goblinwarrior_blue,Goblinwarrior_blue,Goblinwarrior_blue,,YES,YES,,,Normal,YES,No,No,Bip01,Dummy_hitnode,Bip01 Head,Bip01 Head,Dummy_hitnode,Dummy_bufficon,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
26976,0,0,0,39322,0,0,0,0,26976,0,0,0,0,0,0,0,0,0,0,0,0,0,24953,24953,0,Goblinwarrior_red,Goblinwarrior_red,Goblinwarrior_red,red,YES,YES,,,Normal,YES,No,No,Bip01,Dummy_hitnode,Bip01 Head,Bip01 Head,Dummy_hitnode,Dummy_bufficon,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
27552,0,0,0,39322,0,0,0,0,27552,0,0,0,0,0,0,0,0,0,0,0,0,0,28443,28443,0,Golem,Golem,Golem,,YES,YES,,,Normal,YES,Yes,No,Bip01,Dummy_hitnode,Bip01 Head,Bip01 Head,Dummy_hitnode,Dummy_bufficon,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
27584,0,0,0,39322,0,0,0,0,27584,0,0,0,0,0,0,0,0,0,0,0,0,0,28443,28443,0,Golem_gray,Golem_gray,Golem_gray,,YES,YES,,,Normal,YES,Yes,No,Bip01,Dummy_hitnode,Bip01 Head,Bip01 Head,Dummy_hitnode,Dummy_bufficon,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
27616,0,0,0,39322,0,0,0,0,27616,0,0,0,0,0,0,0,0,0,0,0,0,0,28443,28443,0,Golem_NoTex,Golem,Golem,,YES,YES,,,Normal,YES,Yes,No,Bip01,Dummy_hitnode,Bip01 Head,Bip01 Head,Dummy_hitnode,Dummy_bufficon,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
28192,0,0,0,0,0,0,0,0,28192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jellyfish,Jellyfish,Jellyfish,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
28224,0,0,0,39322,0,0,0,0,28224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jellyfish_blue,Jellyfish_blue,Jellyfish_blue,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
28256,0,0,0,39322,0,0,0,0,28256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jellyfish_green,Jellyfish_green,Jellyfish_green,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
28288,0,0,0,0,0,0,0,0,28288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jellyfish_red,Jellyfish_red,Jellyfish_red,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
28832,0,0,0,39322,0,0,0,0,28832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zombieboss,Zombieboss,Zombieboss,,YES,YES,,,Normal,YES,No,No,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,Bip01 Head,Bip02 Head,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
29472,0,0,0,39322,0,0,0,0,29472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Katyn_bug,Katyn_bug,Katyn_bug,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,Bip001 Spine,Bip001 Spine,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
30112,0,0,0,39322,0,0,0,0,30112,0,0,0,0,0,0,0,0,0,0,0,0,0,16187,0,0,Katynforest_zombie_01,Katynforest_zombie_01,Katynforest_zombie_01,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
30144,0,0,0,39322,0,0,0,0,30144,0,0,0,0,0,0,0,0,0,0,0,0,0,16187,0,0,Katynforest_zombie_01_blue,Katynforest_zombie_01_blue,Katynforest_zombie_01_blue,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
30176,0,0,0,39322,0,0,0,0,30176,0,0,0,0,0,0,0,0,0,0,0,0,0,16187,0,0,Katynforest_zombie_01_green,Katynforest_zombie_01_green,Katynforest_zombie_01_green,,YES,NO,Dir_16,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,NO
