ClassID,Repeat_Count,Level,Lvup,Lvdown,JobStep,Atkup,Atkdown,Defup,Defdown,Mhpup,Mhpdown,Check_Tribe,Check_Job,Gender,Check_QuestCount,QuestCount1,QuestCount2,QuestCount3,QuestCount4,Check_Buff,Check_EqItem,Check_Skill,Check_InvItem,InvItemCount1,InvItemCount2,InvItemCount3,InvItemCount4,Check_Script,Succ_Lv,Succ_Atkup,Succ_Defup,Succ_Mhpup,Succ_Check_Buff,Succ_Check_EqItem,Succ_Check_Skill,Succ_Check_InvItem,Succ_InvItemCount1,Succ_InvItemCount2,Succ_InvItemCount3,Succ_InvItemCount4,Succ_Check_QuestCount,Succ_QuestCount1,Succ_QuestCount2,Succ_QuestCount3,Succ_QuestCount4,Succ_QuestCount5,Succ_QuestCount6,Succ_QuestCount7,Succ_QuestCount8,Succ_QuestCount9,Succ_QuestCount10,Succ_Check_MonKill,Succ_MonKillCount1,Succ_MonKill_ItemPercent1,Succ_MonKillCount2,Succ_MonKill_ItemPercent2,Succ_MonKillCount3,Succ_MonKill_ItemPercent3,Succ_MonKillCount4,Succ_MonKill_ItemPercent4,Succ_MonKillCount5,Succ_MonKill_ItemPercent5,Succ_MonKillCount6,Succ_MonKill_ItemPercent6,Succ_Check_OverKill,Succ_OverKillRate1,Succ_OverKillCount1,Succ_OverKill_ItemPercent1,Succ_OverKillRate2,Succ_OverKillCount2,Succ_OverKill_ItemPercent2,Succ_OverKillRate3,Succ_OverKillCount3,Succ_OverKill_ItemPercent3,Succ_OverKillRate4,Succ_OverKillCount4,Succ_OverKill_ItemPercent4,Succ_OverKillRate5,Succ_OverKillCount5,Succ_OverKill_ItemPercent5,Succ_OverKillRate6,Succ_OverKillCount6,Succ_OverKill_ItemPercent6,Succ_Check_Script,ClassName,Name,QuestGroup,QuestMode,AbandonUI,PossibleUI_Notify,POSSI_WARP,PROG_WARP,SUCC_WARP,QuestStartMode,QuestEndMode,QuestPropertyName,Quest_SSN,ReenterTime,StartDesc,StartStory,StartLocation,StartMapListUI,StartMap,StartNPC,QuestInfosetView,ProgDesc,ProgStory,ProgLocation,ProgMapListUI,ProgMap,ProgNPC,QuestItem,EndDesc,EndStory,EndLocation,EndMapListUI,EndMap,EndNPC,Check_Condition,JobStepTerms,JobLvup,JobLvdown,Check_Location,Location1,Location2,Location3,Location4,Location5,Location6,Tribe1,Tribe2,Tribe3,Tribe4,Job1,Job2,Job3,Job4,Quest_Condition,QuestName1,QuestTerms1,QuestName2,QuestTerms2,QuestName3,QuestTerms3,QuestName4,QuestTerms4,Buff_Condition,BuffName1,BuffName2,BuffName3,BuffName4,EqItem_Condition,EqItemName1,EqItemName2,EqItemName3,EqItemName4,SkillLv,Skill_Condition,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,InvItem_Condition,InvItemName1,InvItemName2,InvItemName3,InvItemName4,Check_PeriodType,Period_Main,Period_Sub1,Period_Sub2,Period_Sub3,Period_Sub4,Period_Sub5,Period_Sub6,Period_Sub7,Period_Sub8,Period_Sub9,Period_Sub10,AOSLine,NPCQuestCount,HonorPointUp,HonorPointDown,Script_Condition,Script1,Script2,Script3,Script4,Script5,Succ_Check_Condition,Succ_HonorPoint,Succ_MapFogSearch,Succ_Buff_Condition,Succ_BuffName1,Succ_BuffName2,Succ_BuffName3,Succ_BuffName4,Succ_EqItem_Condition,Succ_EqItemName1,Succ_EqItemName2,Succ_EqItemName3,Succ_EqItemName4,Succ_Skill_Condition,Succ_SkillVan1,Succ_SkillVan2,Succ_SkillVan3,Succ_SkillVan4,Succ_SkillVan5,Succ_SkillVan6,Succ_QuestNeedItemAutoTake,Succ_InvItem_Condition,Succ_InvItemName1,Succ_InvItemtext1,Succ_InvItemName2,Succ_InvItemtext2,Succ_InvItemName3,Succ_InvItemtext3,Succ_InvItemName4,Succ_InvItemtext4,Succ_Quest_Condition,Succ_QuestName1,Succ_QuestTerms1,Succ_QuestName2,Succ_QuestTerms2,Succ_QuestName3,Succ_QuestTerms3,Succ_QuestName4,Succ_QuestTerms4,Succ_QuestName5,Succ_QuestTerms5,Succ_QuestName6,Succ_QuestTerms6,Succ_QuestName7,Succ_QuestTerms7,Succ_QuestName8,Succ_QuestTerms8,Succ_QuestName9,Succ_QuestTerms9,Succ_QuestName10,Succ_QuestTerms10,Succ_Kill_Layer,Succ_MonKill_Condition,Succ_MonKillName1,Succ_MonKillNameKOR1,Succ_MonTactics1,Succ_MonKill_ItemGive1,Succ_MonKill_ItemGiveCount1,Succ_MonKillName2,Succ_MonKillNameKOR2,Succ_MonTactics2,Succ_MonKill_ItemGive2,Succ_MonKill_ItemGiveCount2,Succ_MonKillName3,Succ_MonKillNameKOR3,Succ_MonTactics3,Succ_MonKill_ItemGive3,Succ_MonKill_ItemGiveCount3,Succ_MonKillName4,Succ_MonKillNameKOR4,Succ_MonTactics4,Succ_MonKill_ItemGive4,Succ_MonKill_ItemGiveCount4,Succ_MonKillName5,Succ_MonKillNameKOR5,Succ_MonTactics5,Succ_MonKill_ItemGive5,Succ_MonKill_ItemGiveCount5,Succ_MonKillName6,Succ_MonKillNameKOR6,Succ_MonTactics6,Succ_MonKill_ItemGive6,Succ_MonKill_ItemGiveCount6,Succ_OverKill_Condition,Succ_OverKillName1,Succ_OverKillNameKOR1,Succ_OverKillTactics1,Succ_OverKill_ItemGive1,Succ_OverKill_ItemGiveCount1,Succ_OverKillName2,Succ_OverKillNameKOR2,Succ_OverKillTactics2,Succ_OverKill_ItemGive2,Succ_OverKill_ItemGiveCount2,Succ_OverKillName3,Succ_OverKillNameKOR3,Succ_OverKillTactics3,Succ_OverKill_ItemGive3,Succ_OverKill_ItemGiveCount3,Succ_OverKillName4,Succ_OverKillNameKOR4,Succ_OverKillTactics4,Succ_OverKill_ItemGive4,Succ_OverKill_ItemGiveCount4,Succ_OverKillName5,Succ_OverKillNameKOR5,Succ_OverKillTactics5,Succ_OverKill_ItemGive5,Succ_OverKill_ItemGiveCount5,Succ_OverKillName6,Succ_OverKillNameKOR6,Succ_OverKillTactics6,Succ_OverKill_ItemGive6,Succ_OverKill_ItemGiveCount6,Succ_Script_Condition,Succ_Script1,Succ_Script2,Succ_Script3,Succ_Script4,Succ_Script5
8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN22_Q_17,떠나는 길,,SUB,YES,NO,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN22_Q_17,SSN_THORN22_Q_17,,정착한 부엉이 조각상과 대화,뭔가 말을 못하고 우물쭈물 하는 부엉이 조각상이 있습니다. 정착한 부엉이 조각상과 대화해 보세요.,d_thorn_22 THORN22_OWL2 50,,d_thorn_22,THORN22_OWL2,,주변의 우드 고블린 처치,정착한 부엉이는 자신을 구해준 병사들에게 은혜를 갚고 싶어 합니다. 병사들의 수고를 덜기 위해 주변의 러바인러바를 처치해 주세요.,d_thorn_22 -1185 553 459 170 d_thorn_22 -1267 553 130 170,,d_thorn_22,THORN22_OWL2,,정착한 부엉이 조각상과 대화,주변의 러바인러바를 모두 처치했습니다. 정착한 부엉이 조각상과 대화해 보세요.,d_thorn_22 THORN22_OWL2 50,,d_thorn_22,THORN22_OWL2,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN22_Q_16,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,RavineLerva,러바인러바 처치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN22_BOSSKILL_1,습격받은 수색대,,SUB,YES,YES,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN22_BOSSKILL_1,SSN_THORN22_BOSSKILL_1,,병사 다이뉴스와 대화,병사 다이뉴스는 공포에 떨고 있습니다. 다른 병사들을 찾기 위해 다이뉴와 대화해 보세요.,d_thorn_22 THORN22_BOSSKILL_1_TRIGGER 50,,d_thorn_22,THORN22_BOSSKILL_1_TRIGGER,NO,드리에자 습지에서 다른 병사들 찾기,병사 다이뉴스는 드리에자 습지에 다른 병사들이 남아있을지도 모른다고 합니다. 드리에자 습지로 가서 병사들을 찾아 보세요.,d_thorn_22 THORN22_Q_9_TRACK 100,,d_thorn_22,THORN22_Q_9_TRACK,,드리에자 습지에서 다른 병사들 찾기,병사 다이뉴스는 드리에자 습지에 다른 병사들이 남아있을지도 모른다고 합니다. 드리에자 습지로 가서 병사들을 찾아 보세요.,d_thorn_22 THORN22_BOSSKILL_1_TRIGGER 50,,d_thorn_22,THORN22_BOSSKILL_1_TRIGGER,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,Layer,AND,boss_Ironbaum,아이언바움 처치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_4,끝나지 않는 임무(1),THORN23/끝나지 않는 임무/1,SUB,YES,YES,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN23_Q_4,SSN_THORN23_Q_4,,병사 알란과 대화,병사 알란이 당신을 뚫어져라 바라보고 있습니다. 알란과 대화해 보세요.,d_thorn_23 THORN23_ALAN 50,,d_thorn_23,THORN23_ALAN,NO,발디티 공터 위쪽 확인,병사 알란은 신병이 왔다고 착각하고 있습니다. 이상하지만 발디티 공터 위쪽을 정찰하고 오세요.,d_thorn_23 -1851 1137 -2207 175,,d_thorn_23,THORN23_Q_4_TRIGGER,,병사 알란에게 보고,몬스터가 나타났지만 멋지게 해치울 수 있었습니다. 병사 알란에게 돌아가 보고하세요.,d_thorn_23 THORN23_ALAN 50,,d_thorn_23,THORN23_ALAN,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,Layer,AND,boss_Rajapearl,라자펄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_6,끝나지 않는 임무(2),THORN23/끝나지 않는 임무/2,SUB,YES,YES,NO,NO,NO,NPCDIALOG,NPCDIALOG,THORN23_Q_6,SSN_THORN23_Q_6,,병사 알란과 대화,병사 알란은 뭔가 끔찍한 기억이 나는 것 같다고 합니다. 병사 알란과 다시 대화해 보세요.,d_thorn_23 THORN23_ALAN 50,,d_thorn_23,THORN23_ALAN,,병사 알란과 대화,병사 알란은 뭔가 끔찍한 기억이 나는 것 같다고 합니다. 병사 알란과 다시 대화해 보세요.,,,d_thorn_23,THORN23_ALAN,,지휘관 월리스에게 전달,병사 알란은 지휘관 월리스에게 보고서를 전달해주길 원하고 있습니다. 새발자국 삼거리에 있는 지휘관 월리스와 대화해 보세요.,d_thorn_23 THORN23_WALLACE 50,,d_thorn_23,THORN23_WALLACE,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN23_Q_4,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
26624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_7,무덤의 주인,,SUB,YES,YES,NO,NO,YES,NPCDIALOG,SYSTEM,THORN23_Q_7,SSN_THORN23_Q_7,,해진깃발숲에 있는 무덤을 발견하기,해진깃발숲에 있는 무덤을 발견하세요.,d_thorn_23 THORN23_Q_7_TRIGGER 50,,d_thorn_23,THORN23_Q_7_TRIGGER,,카클라스 낭떠러지의 거대한 몬스터 처치,카클라스 낭떠러지의 버섯 모양의 거대 몬스터를 처치해 주세요.,d_thorn_23 -804 1070 -1405 200,,d_thorn_23,THORN23_Q_7_TRIGGER,,머쉬워트 처치,거대한 몬스터의 정체는 머쉬워트였습니다.,,,d_thorn_23,,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,Layer,AND,boss_Mushwort_Q2,머쉬워트 처치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_10,끝나지 않는 임무(3),THORN23/끝나지 않는 임무/3,SUB,YES,YES,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN23_Q_10,SSN_THORN23_Q_10,,지휘관 월리스와 대화,지휘관 월리스도 신병이라고 착각하고 있습니다. 지휘관 월리스와 대화해 보세요.,d_thorn_23 THORN23_WALLACE 50,,d_thorn_23,THORN23_WALLACE,,케파레이더의 즙 구하기,지휘관 월리스는 가이갈라스 사냥에 필요한 재료를 모아 오라고 합니다. 새발자국 삼거리와 이아너티스 폭포의 케파레이더에게서 케파레이더의 즙을 모아 오세요.,d_thorn_23 -1159 987 -1218 200,,d_thorn_23,THORN23_WALLACE,,지휘관 월리스에게 전달,케파레이더의 즙을 전부 모았습니다. 지휘관 월리스에게 전달하세요.,d_thorn_23 THORN23_WALLACE 50,,d_thorn_23,THORN23_WALLACE,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN23_Q_6,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,THORN23_Sap_1,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,raider,케파레이더,,Succ_InvItemName1,Succ_InvItemCount1,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
34816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_11,부질없는 명예(1),THORN23SQ/부질없는 명예/1,SUB,YES,YES,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN23_Q_11,SSN_THORN23_Q_11,,병사 와이즈와 대화,열심히 전투 준비를 하고 있는 병사 와이즈가 보입니다. 병사 와이즈와 대화해 보세요.,d_thorn_23 THORN23_WISE 50,,d_thorn_23,THORN23_WISE,,더키 기름 수집,병사 와이즈는 가이갈라스와의 전투 준비를 위한 더키 기름이 필요하다고 합니다. 렝바스 정원의 더키를 잡아 더키 기름을 구해 주세요.,d_thorn_23 -1376 728 481 280 d_thorn_23 -595 575 354 200,,d_thorn_23,THORN23_WISE,,병사 와이즈에게 전달,더키의 기름을 모두 모았습니다. 병사 와이즈에게 전해 주세요.,d_thorn_23 THORN23_WISE 50,,d_thorn_23,THORN23_WISE,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN23_Q_12,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,YES,AND,THORN23_Q_11_ITEM,더키를 처치해서 %s 획득,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,duckey,더키,,Succ_InvItemName1,Succ_InvItemCount1,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
36864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_12,끝나지 않는 임무(4),THORN23/끝나지 않는 임무/4,SUB,YES,YES,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN23_Q_12,SSN_THORN23_Q_12,,지휘관 월리스와 대화,다음 재료를 모으기 위해 지휘관 월리스와 다시 대화해 보세요.,d_thorn_23 THORN23_WALLACE 50,,d_thorn_23,THORN23_WALLACE,,크로뉴트의 가죽 수집,가이갈라스를 처치하는데 필요한 다음 재료는 크로뉴트의 가죽이라고 합니다. 렝바스 정원에 있는 크로뉴트에게서 가죽을 모아 오세요.,d_thorn_23 -2034 797 -192 400,,d_thorn_23,THORN23_WALLACE,,지휘관 월리스에게 전달,크로뉴트의 가죽을 전부 모았습니다. 지휘관 월리스에게 가져다 주세요.,d_thorn_23 THORN23_WALLACE 50,,d_thorn_23,THORN23_WALLACE,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN23_Q_10,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,THORN23_Mushroom_1,크로뉴트를 처치해 %s 획득,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,Cronewt,크로뉴트,,Succ_InvItemName1,Succ_InvItemCount1,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
38912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_13,부질없는 명예(2),THORN23SQ/부질없는 명예/2,SUB,YES,YES,NO,NO,YES,NPCDIALOG,SYSTEM,THORN23_Q_13,SSN_THORN23_Q_13,,병사 와이즈와 대화,병사 와이즈는 가이갈라스를 빨리 잡고 싶은 마음이 가득한 것 같습니다. 병사 와이즈와 다시 대화해 보세요.,d_thorn_23 THORN23_WISE 50,,d_thorn_23,THORN23_WISE,NO,표시된 곳에 불을 피운다,병사 와이즈는 더키 기름을 태우면 그 냄새를 맡고 가이갈라스가 나타날 것이라고 합니다. 랭바스 정원의 바람이 잘 통하는 곳에 더키 기름을 태워 주세요.,d_thorn_23 THORN23_FIRETRIGGER 100,,d_thorn_23,THORN23_FIRETRIGGER,,병사 와이즈에게 보고,더키의 기름을 태우자 드디어 가이갈라스가 나타난 것 같습니다. 빨리 병사 와이즈에게 돌아가 가이갈라스가 나타났다는 사실을 알려 주세요.,d_thorn_23 THORN23_WISE 50,,d_thorn_23,THORN23_WISE,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN23_Q_11,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
43008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_15,오래된 부엉이 조각상의 도움,,SUB,YES,YES,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN23_Q_15,SSN_THORN23_Q_15,,오래된 부엉이 조각상과 대화,가이갈라스와의 전투가 벌어진 가운데 이상한 눈으로 쳐다보고 있는 부엉이 조각상이 있습니다. 오래된 부엉이 조각상과 대화해 보세요.,d_thorn_23 THORN23_OWL2 50,,d_thorn_23,THORN23_OWL2,,인프로홀더의 뿔 수집,오래된 부엉이 조각상은 그냥 갔다간 가이갈라스를 해치울 수 없다고 합니다. 기억의 파편을 만들기 위해 인프로홀더의 뿔을 모아 오세요.,d_thorn_23 649 515 554 250,,d_thorn_23,THORN23_OWL2,,오래된 부엉이 조각상에게 전달,인프로홀더의 뿔을 모았습니다. 오래된 부엉이 조각상에게 가져다 주세요.,d_thorn_23 THORN23_OWL2 50,,d_thorn_23,THORN23_OWL2,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN23_Q_13,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,THORN23_Thorn_1,인프로홀더를 처치해서 %s 획득,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,Infroholder,인프로홀더 처치,,Succ_InvItemName1,Succ_InvItemCount1,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
45056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THORN23_Q_16,영혼과 진실,,SUB,YES,YES,NO,NO,YES,NPCDIALOG,NPCDIALOG,THORN23_Q_16,SSN_THORN23_Q_16,,오래된 부엉이 조각상과 대화,오래된 부엉이 조각상은 뭔가 이상한게 있는지 고개를 갸웃거립니다. 부엉이 조각상과 대화해 보세요.,d_thorn_23 THORN23_OWL2 50,,d_thorn_23,THORN23_OWL2,,오래된 부엉이 조각상과 대화,오래된 부엉이 조각상은 뭔가 이상한게 있는지 고개를 갸웃거립니다. 부엉이 조각상과 대화해 보세요.,,,d_thorn_23,THORN23_OWL2,,오래된 부엉이 조각상과 대화,오래된 부엉이 조각상은 예전에 가이갈라스를 처치하려던 병사들이 몰살당하는 장면을 다시 보여 주었습니다. 오래된 부엉이 조각상과 다시 대화해 보세요.,d_thorn_23 THORN23_OWL2 50,,d_thorn_23,THORN23_OWL2,AND,EQUAL,,,NO,,,,,,,,,,,,,,,AND,THORN23_Q_15,>=,,>=,,>=,,>=,AND,,,,,AND,,,,,,AND,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,AND,,,,,AND,,,,,AND,,,,,,,NO,AND,,%s,,%s,,%s,,%s,AND,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,>=,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND,,,,,
