ClassID,Weight,PR,DamageRange,ItemLv,PATK,ADD_MATK,ItemGrade,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,Dur,MaxDur,repairPrice,UseCount,Hardness,ADD_MINATK,ADD_MAXATK,ADD_DEF,CRTHR,CRTATK,CRTDR,ADD_HR,ADD_DR,STR,DEX,CON,INT,MNA,SR,SDR,MHR,ADD_MDEF,MGP,AddSkillMaxR,SkillRange,SkillAngle,Luck,BlockRate,BLK,BLK_BREAK,Revive,HitCount,BackHit,SkillPower,ASPD,MSPD,KDPow,MHP,MSP,MSTA,RHP,RSP,RSPTIME,RSTA,ADD_CLOTH,ADD_LEATHER,ADD_CHAIN,ADD_IRON,ADD_GHOST,ADD_SMALLSIZE,ADD_MIDDLESIZE,ADD_LARGESIZE,ADD_FORESTER,ADD_WIDLING,ADD_VELIAS,ADD_PARAMUNE,ADD_KLAIDA,ADD_FIRE,ADD_ICE,ADD_POISON,ADD_LIGHTNING,ADD_EARTH,ADD_HOLY,ADD_DARK,BaseSocket,MaxSocket,MinOption,MaxOption,Aries,AriesDEF,Slash,SlashDEF,Strike,StrikeDEF,Aries_Range,Slash_Range,Strike_Range,MinRDmg,MaxRDmg,FDMinR,FDMaxR,TotalArrowCount,ArrowCount,RES_FIRE,RES_ICE,RES_POISON,RES_LIGHTNING,RES_EARTH,RES_HOLY,RES_DARK,BaseSocket_MA,MaxSocket_MA,ClassName,Name,ItemType,Journal,GroupName,EquipGroup,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,BasicTooltipProp,TooltipImage,Icon,ReqToolTip,TooltipValue,OptDesc,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,ShopTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,COOLDOWN,CoolDownGroup,LogoutSave,ClassType,ClassType2,NodeName,ModelType,FileName,AttachType,Attribute,AttackType,Material,UseJob,UseGender,DBLHand,EqpType,DefaultEqpSlot,WeaponTrailEffect,BlowSoundType,DefSoundType,BlkSoundType,EqpInOut,OptionGroup,IsPrivate,LHandSkill,Reinforce_Type,CoolDown
30464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_102,글라디우스,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_22,icon_item_Sword_22,한손검[베기],,,군용에 비해 성능 향상의 여지를 두고 제조됩니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_gladius,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
30592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_103,로우 폴쳔,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_23,icon_item_Sword_23,한손검[베기],,,베기 성능이 우수한 검입니다. ,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_falchion,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
30720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_104,로우 카스카라,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_24,icon_item_Sword_24,한손검[베기],,,제조가 쉬워서 모험가들이 처음 검을 바꿀 때 많이 선택합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_kaskara,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
30848,0,0,0,0,0,0,0,0,0,0,40960,0,0,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_105,친퀘데아,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_25,icon_item_Sword_25,한손검[베기],,,더 무겁고 더 강한 검을 원한다면 권장합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_cinquedea,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
30976,0,0,0,0,0,0,0,0,0,0,45056,0,32768,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_106,사브르,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_26,icon_item_Sword_26,한손검[베기],,,"기병들의 기본 무장이며, 베기에 적합한 구조를 지녔습니다. 검병이 있어 손을 보호하는 효과도 있습니다.",item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_sabre,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
31104,0,0,0,0,0,0,0,0,0,0,20480,0,49152,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_107,샴시르,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_shamshir,icon_item_shamshir,한손검[베기],,,크게 구부러진 초승달 검날이 베기에 위력적입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_shamshir,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
31232,0,0,0,0,0,0,0,0,0,0,45056,0,57344,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_108,시미터,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_scimiter,icon_item_scimiter,한손검[베기],,,"무게는 약간 부담스럽지만, 베기에는 그만큼 위력적입니다.",item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_scimiter,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
31360,0,0,0,0,0,0,0,0,0,0,57344,0,8192,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_109,크리스,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,sword_krisses,sword_krisses,한손검[베기],,,구불구불한 날이 피해를 크게 입힙니다. 장식과 실용성을 동시에 추구하는 검입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_krisses,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
31488,0,0,0,0,0,0,0,0,0,0,10240,0,24576,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_110,스니커스니,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_snickersnee,icon_item_snickersnee,한손검[베기],,,절단력이 무척 우수하여 경험많은 검사들도 애용합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_snickersnee,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
31616,0,0,0,0,0,0,0,0,0,0,53248,0,57344,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_111,조악한 샴시르,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_shamshir,icon_item_shamshir,한손검[베기],,,"기병들의 기본 무장이며, 베기에 적합한 구조를 지녔습니다. 검병이 있어 손을 보호하는 효과도 있습니다.",item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_shamshir,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
31744,0,0,0,0,0,0,0,0,0,0,45056,0,57344,0,0,39322,0,0,0,0,0,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_112,조악한 시미터,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_scimiter,icon_item_scimiter,한손검[베기],,,크게 구부러진 초승달 검날이 베기에 위력적입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_scimiter,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,
31872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD01_113,병사의 글라디우스,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_27,icon_item_Sword_27,한손검[베기],,,정규병에게 지급됩니다. 민간제조 글라디우스에 비해 대체로 성능이 좋습니다. ,item_drop_weapon,block_shield.wav,,,YES,YES,NO,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_sphata,Sword,Melee,Slash,,"Char1,Char2,Char4",Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,,
