ClassID,BornAniCount,DeadHideTime,DeadHideBlendTime,SpriteScale,TopOffset,MidOffset,BtmOffset,LODDist,PT_Body,PT_Shirt,PT_Pants,PT_PantsAdd1,PT_PantsAdd2,PT_Face,PT_Hair,PT_Hat,PT_Gloves,PT_Boots,PT_Belt,PT_Outer,PT_OuterAdd1,PT_OuterAdd2,WlkAniSPD,RunAniSPD,MoveCompleteLoop,ClassName,RootName,FileName,EffectPostFix,UseSilhouette,Full3D_Model,DirType,MorphFile,Render,AutoJump,UseBone,Retarget,RootNode,ForceHitDummy,TopDummy,LookAtNode,HitEffectNode,DamageTextNode,PT_BodyColor,PT_ShirtColor,PT_PantsColor,PT_PantsAdd1Color,PT_PantsAdd2Color,PT_FaceColor,PT_HairColor,PT_HatColor,PT_GlovesColor,PT_BootsColor,PT_BeltColor,PT_OuterColor,PT_OuterAdd1Color,PT_OuterAdd2Color,ItemARMBANDNode,ItemHELMETNode,ItemRH,ItemRHNode,ItemLH,ItemLHNode,CheckBoundingBox,HitRotate
35840,0,0,0,39322,0,0,0,0,46080,55296,56320,0,0,55296,1024,0,61440,62464,0,0,48128,0,0,0,0,bar_mag_F,bar_mag_F,bar_mag_F,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,Bip01 Head,Dummy_Sword,warrior_f_newsword,Dummy_R_HAND,,Dummy_L_HAND,NO,YES
58368,0,0,0,39322,0,0,0,0,58368,0,0,0,0,59392,0,0,0,0,0,0,0,0,7668,7668,0,soldier1,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
59392,0,0,0,39322,0,0,0,0,4096,0,0,0,0,60416,0,0,0,0,0,0,0,0,7668,7668,0,soldier2,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
60416,0,0,0,39322,0,0,0,0,4096,0,0,0,0,61440,0,0,0,0,0,0,0,0,7668,7668,0,soldier3,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
61440,0,0,0,39322,0,0,0,0,4096,0,0,0,0,62464,0,0,0,0,0,0,0,0,7668,7668,0,soldier4,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
62464,0,0,0,39322,0,0,0,0,4096,0,0,0,0,63488,0,0,0,0,0,0,0,0,7668,7668,0,soldier5,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
63488,0,0,0,39322,0,0,0,0,4096,0,0,0,0,64512,0,0,0,0,0,0,0,0,21352,7668,0,soldier6,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
64512,0,0,0,39322,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,matron_f,matron_f,matron_f,,YES,NO,Dir_2,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
0,0,0,0,39322,0,0,0,0,2048,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,0,intermediate_officer_f,intermediate_officer_f,intermediate_officer_f,,YES,NO,Dir_2,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
1024,0,0,0,39322,0,0,0,0,4096,0,0,0,0,64512,0,0,0,0,0,0,0,0,0,0,0,soldier7,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
2048,0,0,0,39322,0,0,0,0,5120,0,0,0,0,64512,0,0,0,0,0,0,0,0,21352,7668,0,soldier6_axe,soldier6_axe,soldier6_axe,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
3072,0,0,0,39322,0,0,0,0,4096,0,0,0,0,64512,0,0,0,0,0,0,0,0,21352,7668,0,soldier_KNOCKDOWN,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
4096,0,0,0,39322,0,0,0,0,4096,0,0,0,0,64512,0,0,0,0,0,0,0,0,21352,7668,0,ghost_soldier,soldier_m,soldier_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
13312,0,0,0,39322,0,0,0,0,13312,0,0,0,0,14336,0,0,0,0,0,0,0,0,0,0,0,npc_wizardmaster,npc_wizardmaster,npc_wizardmaster,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
15360,0,0,0,39322,0,0,0,0,15360,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,npc_swordmaster,npc_swordmaster,npc_swordmaster,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
16384,0,0,0,39322,0,0,0,0,55296,0,0,0,0,54272,0,0,0,0,0,0,0,0,0,0,0,npc_archermaster,npc_archermaster,npc_archermaster,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
17408,0,0,0,39322,0,0,0,0,17408,0,0,0,0,18432,0,0,0,0,0,0,0,0,0,0,0,npc_combat_transport_section_1,npc_combat_transport_section_1,npc_combat_transport_section_1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
19456,0,0,0,39322,0,0,0,0,19456,0,0,0,0,20480,0,0,0,0,0,0,0,0,0,0,0,npc_combat_transport_section_2,npc_combat_transport_section_2,npc_combat_transport_section_2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
21504,0,0,0,39322,0,0,0,0,21504,0,0,0,0,22528,0,0,0,0,0,0,0,0,0,0,0,npc_accessary_merchant,npc_accessary_merchant,npc_accessary_merchant,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
23552,0,0,0,39322,0,0,0,0,23552,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,npc_blacksmith,npc_blacksmith,npc_blacksmith,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
25600,0,0,0,39322,0,0,0,0,25600,0,0,0,0,26624,0,0,0,0,0,0,0,0,0,0,0,npc_intermediate_officer_female,npc_intermediate_officer_female,npc_intermediate_officer_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
27648,0,0,0,39322,0,0,0,0,27648,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,0,npc_intermediate_officer_men,npc_intermediate_officer_men,npc_intermediate_officer_men,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
28672,0,0,0,39322,0,0,0,0,40960,0,0,0,0,53248,0,0,0,0,0,0,0,0,0,22020,0,npc_intermediate_officer_men2,npc_intermediate_officer_men2,npc_intermediate_officer_men2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
29696,0,0,0,39322,0,0,0,0,29696,0,0,0,0,30720,0,0,0,0,0,0,0,0,0,0,0,npc_low_lev_officer_m,npc_low_lev_officer_m,npc_low_lev_officer_m,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
31744,0,0,0,39322,0,0,0,0,31744,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,0,npc_miner,npc_miner,npc_miner,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
33792,0,0,0,39322,0,0,0,0,33792,0,0,0,0,34816,0,0,0,0,0,0,0,0,0,0,0,npc_mining_alchemist,npc_mining_alchemist,npc_mining_alchemist,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
35840,0,0,0,39322,0,0,0,0,35840,0,0,0,0,36864,0,0,0,0,0,0,0,0,0,0,0,npc_equipment_dealers,npc_equipment_dealers,npc_equipment_dealers,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
37888,0,0,0,39322,0,0,0,0,37888,0,0,0,0,38912,0,0,0,0,0,0,0,0,0,0,0,npc_healer,npc_healer,npc_healer,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
39936,0,0,0,39322,0,0,0,0,39936,0,0,0,0,40960,0,0,0,0,0,0,0,0,0,0,0,npc_knight,npc_knight,npc_knight,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
41984,0,0,0,39322,0,0,0,0,41984,0,0,0,0,43008,0,0,0,0,0,0,0,0,32768,51773,0,npc_matron,npc_matron,npc_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
44032,0,0,0,39322,0,0,0,0,44032,0,0,0,0,45056,0,0,0,0,0,0,0,0,58996,39191,0,npc_tool_merchants,npc_tool_merchants,npc_tool_merchants,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
46080,0,0,0,39322,0,0,0,0,41984,0,0,0,0,47104,0,0,0,0,0,0,0,0,32768,51773,0,npc_village_matron,npc_village_matron,npc_village_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
48128,0,0,0,39322,0,0,0,0,48128,0,0,0,0,49152,0,0,0,0,0,0,0,0,58996,39191,0,npc_village_uncle_1,npc_village_uncle_1,npc_village_uncle_1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
50176,0,0,0,39322,0,0,0,0,50176,0,0,0,0,51200,0,0,0,0,0,0,0,0,58996,39191,0,npc_village_uncle_2,npc_village_uncle_2,npc_village_uncle_2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
49152,0,0,0,39322,0,0,0,0,22528,0,0,0,0,23552,0,0,0,0,0,0,0,0,58996,39191,0,npc_village_uncle_3,npc_village_uncle_3,npc_village_uncle_3,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
51200,0,0,0,39322,0,0,0,0,24576,0,0,0,0,25600,0,0,0,0,0,0,0,0,58996,39191,0,npc_village_uncle_4,npc_village_uncle_4,npc_village_uncle_4,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,,,,,,NO,YES
