ClassID,Value,ClassName,Desc,UseInScript
0,0,JAEDDURY_GOLD_RATE,드랍된 골드량을 조종.,YES
0,0,JAEDDURY_DROP_ITEM_RATE,아이템 드랍율을 조종.,YES
0,0,JAEDDURY_ZONE_ITEM_RATE,존 드랍율을 뒤에서 조종.,YES
0,0,JAEDDURY_BOSSDROP_RATE,보스 드랍율을 조종.,YES
0,0,JAEDDURY_MON_EXP_RATE,몬스터 경험치을 조종.,YES
0,0,JAEDDURY_MON_MHP_RATE,몬스터 체력을 조종.,YES
0,0,JAEDDURY_MON_ATK_RATE,몬스터의 공격력을 조종.,YES
0,0,JAEDDURY_MON_DEF_RATE,몬스터의 방어력을 조종.,YES
0,0,JAEDDURY_DPK,DPK조절,YES
0,0,MON_WEAKINFO_DIST,몬스터 약점스킬 ui보여주는 거리,NO
0,0,MON_WEAKINFO_LEVEL,몬스터 약점 보여줄 PC레벨 제한,NO
32768,0,WIKI_RANK_UPDATE_MINUTE,위키랭킹 업데이트시간,NO
0,0,MAX_MIC_LEN,외치기 최대길이(바이트),YES
32768,0,AD_TRIGGER_MIN_DIST,AD_TRIGGER일때 최소 대화거리,NO
32768,0,WIKI_RANK_PER_PAGE,위키 랭킹 한페이지당 갯수,YES
32768,0,DROP_DIV_CNT,보이지않는손의 매직넘버,NO
0,0,SKL_TGT_ANI_FORCE_DIST,허공시전(스킬타겟애니패킷)일때 화면 밖까지 포스를 더 보내기위한 거리,NO
32768,0,ARCHER_NEAR_DISTMARK,궁수 타겟이 근거리일때 distMark를 빨간색으로 표시할 범위설정,NO
32768,0,PAD_DESTROY_EFFECT_BLENDTIME,장판 소멸시 장판에 붙은 이펙트 블랜드시간 설정(초),NO
0,0,MAX_MIC_LEN_WITHOUT_TAG,외치기 최대길이(글자수),YES
32768,13107,HITDELAY_COLOR,히트시에PC몸체컬러 (0~1.0),NO
32768,0,Color_Friend,{#33FF33},NO
0,0,Color_Neutral,{#FFFFFF},NO
32768,0,Color_Enemy,{#FFFFFF},NO
0,0,Color_MyPC,{#FFFFFF},NO
32768,0,SPRAY_ALPHA,기본 알파값,NO
0,0,Color_1,#FF000000,NO
32768,0,Color_2,#FFFF0000,NO
0,0,Color_3,#FFFFFFFF,NO
32768,0,Color_4,#FFFF7F27,NO
0,0,Color_5,#FFFFF200,NO
32768,0,Color_6,#FF00FF00,NO
0,0,Color_7,#FF22B14C,NO
32768,0,Color_8,#FFC8BFE7,NO
0,0,Color_9,#FF880015,NO
32768,0,Color_10,#FF3F48CC,NO
0,0,Color_11,#FFB97A57,NO
32768,0,Color_12,#FFFFAEC9,NO
0,0,Color_13,#FF99D9EA,NO
32768,0,Color_14,#FFB5E61D,NO
0,0,Color_15,#FF7092BE,NO
32768,0,USER_SPRAY_SIZE,컬러스프레이 프레임 사이즈,NO
32768,0,RAISE_ANI_HEIGHT,,NO
0,0,FALL_ANI_HEIGHT,,NO
32768,0,DASH_BREAK_SPEED,,NO
0,32768,DASH_ACCEL_SPEED,,NO
32768,0,ONAIR_ANI_SPD,,NO
0,0,MONSTER_JUMP_DOWN_HEIGHT,,NO
32768,0,MONSTER_JUMP_UP_HEIGHT,,NO
0,0,MONSTER_DOWN_JUMP_POWER,,NO
32768,0,PC_RUN_MOVESPEED,,NO
0,0,PC_RUN_ANIM_SPD_RATIO,,NO
32768,57672,PC_WLK_ANIM_SPD_RATIO,,NO
0,52429,LOOK_AT_BLENDTIME_PC,,NO
16384,52429,LOOK_AT_BLENDTIME,,NO
49152,0,PC_KD_USE_BOUND_ANI_SPD,바운스를 할경우에 넉다운애니의 마지막 프레임()을 생략하기위해 애니속도를 좀더 빠르게 올리는 용도(마지막프레임이 바운스애니와 연결이 어색. 전 프레임까지 재생하도록),NO
0,0,PC_KD_BOUND_ANI_SPD,바운스애니 재생속도,NO
16384,0,PC_FACE_COL_COUNT,pc표정 col 갯수,NO
32768,0,PC_FACE_ROW_COUNT,pc표정 row 갯수,NO
16384,0,RULLET_ROLL_TIME,,YES
32768,0,RULLET_PER_PAGE,,YES
49152,0,RULLET_FREEZE_TIME,,YES
0,0,OVERKILL_LEVEL_LIMIT,,NO
16384,0,OVERKILL_DAMAGE_RATIO,,NO
32768,62915,JUMP_SKL_CONST,,NO
49152,0,OBJ_SNAP_DIST,,NO
16384,0,BOARD_SIZE,,YES
16384,0,TELE_THROW_HEIGHT,텔레키네시스 높이,NO
32768,52429,TELE_THROW_TIME,텔레키네시스 던지는 시간,NO
49152,39322,THROW_SERVER_HOLD_TIME,텔레키네시스 던지기딜레이,NO
0,0,TELE_THROW_START_DELAY,텔레키네시스 던지시작딜레이,NO
16384,0,PET_COOLDOWN,펫 쿨 타임,YES
16384,0,MARKET_ITEM_PER_PAGE,한페이지당 마켓 페이지,YES
40960,32768,PARTY_SHARE_RANGE,파티 공유거리,YES
49152,0,PARTY_AUCTION_SEC,파티 경매 제한 시간,NO
57344,0,PARTY_MEMBER_LOC_UPDATE,파티 멤버 위치 정보 전송,NO
0,0,PARTY_CHECKRANGE,파티원 해당 거리 안에 들어왔을 때 킬/수집 카운트 공유 / 거리 벗어나면 자동파티 해제거리,YES
8192,0,PARTY_KICKMEMBER_INITTIME,파티탈퇴후 다시 초대가능해지는 시간(초),NO
16384,0,PARTY_EXP_RANGE,,NO
24576,52429,PARTY_EXP_BONUS,,NO
32768,0,PARTY_QUEST_LOGOUT_RECONNECT,,YES
34816,0,MSG_DIRECT_START,,NO
36864,0,MSG_DIRECT_END,,NO
38912,0,MAIN_SOBJ_ADD,,NO
40960,0,MSG_DIRECTOR_MODE_ON,,NO
43008,0,MSG_DIRECTOR_MODE_OFF,,NO
40960,0,PVP_DAY_MAX_EXP_POINT,,YES
43008,0,PVP_MAX_EXP_POINT,,YES
45056,0,PVP_DAY_MAX_SHOP_POINT,,YES
47104,0,WORLDPVP_RANK_PER_PAGE,,YES
