ClassID,Weight,PR,DamageRange,ItemLv,PATK,MATK,ItemGrade,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,Dur,MaxDur,repairPrice,UseCount,Hardness,ADD_MINATK,ADD_MAXATK,ADD_DEF,CRTHR,CRTATK,CRTDR,ADD_HR,ADD_DR,STR,DEX,CON,INT,MNA,SR,SDR,MHR,MDEF,MGP,AddSkillMaxR,SkillRange,SkillAngle,Luck,BlockRate,BLK,BLK_BREAK,Revive,HitCount,BackHit,SkillPower,ASPD,MSPD,KDPow,MHP,MSP,MSTA,RHP,RSP,RSPTIME,RSTA,ADD_CLOTH,ADD_LEATHER,ADD_CHAIN,ADD_IRON,ADD_GHOST,ADD_SMALLSIZE,ADD_MIDDLESIZE,ADD_LARGESIZE,ADD_FORESTER,ADD_WIDLING,ADD_VELIAS,ADD_PARAMUNE,ADD_KLAIDA,ADD_FIRE,ADD_ICE,ADD_POISON,ADD_LIGHTNING,ADD_EARTH,ADD_HOLY,ADD_DARK,BaseSocket,MaxSocket,MaxSocket_MA,MinOption,MaxOption,Aries,AriesDEF,Slash,SlashDEF,Strike,StrikeDEF,Aries_Range,Slash_Range,Strike_Range,MinRDmg,MaxRDmg,FDMinR,FDMaxR,TotalArrowCount,ArrowCount,RES_FIRE,RES_ICE,RES_POISON,RES_LIGHTNING,RES_EARTH,RES_HOLY,RES_DARK,MountPATK,MountMATK,ClassName,Name,ItemType,Journal,GroupName,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,BasicTooltipProp,TooltipImage,Icon,ReqToolTip,TooltipValue,OptDesc,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,ShopTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,COOLDOWN,CoolDownGroup,LogoutSave,ClassType,ClassType2,NodeName,ModelType,FileName,AttachType,Attribute,AttackType,Material,UseGender,DBLHand,EqpType,DefaultEqpSlot,WeaponTrailEffect,BlowSoundType,DefSoundType,BlkSoundType,EqpInOut,OptionGroup,IsPrivate,LHandSkill,Reinforce_Type,UsePetEquipGroup,PetSlot,ModelChange,AttachNode
13920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETWP01_111,헤비 티타늄 클로,PetWeapon,TRUE,PetWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,icon_item_Sword_22,icon_item_Sword_22,컴패니언 무기,,,"더 가벼운 소재를 사용했지만, 성능을 위해 무게는 유지되었습니다.",item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_root_mole,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,WEAPON,,Dummy_head
5920,0,0,0,0,0,0,0,0,0,0,16384,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_101,컴패니언 코트,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,"보온용이라 생각하는 사람도 있지만, 사실이 아닙니다.",item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_102,컴패니언 퀼트 코트,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,보통 코트에 비해 내구력과 성능 향상 가능성이 높습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
5984,0,0,0,0,0,0,0,0,0,0,57344,0,0,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_103,컴패니언 헤비 퀼트 코트,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,질겨서 선원들이 돛으로 쓰인다는 말이 있을 정도입니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6016,0,0,0,0,0,0,0,0,0,0,9216,0,49152,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_104,컴패니언 레더 아머,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,몬스터 가죽을 길들인 몬스터에게 씌우는 일도 있다고 합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6048,0,0,0,0,0,0,0,0,0,0,30720,0,36864,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_105,컴패니언 헤비 레더 아머,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,안장과 일체형인 제품이 있지만 그리 편안하진 않습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6080,0,0,0,0,0,0,0,0,0,0,28672,0,22528,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_106,컴패니언 체인 메일,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,고리가 끊어질 경우 떨어진 고리를 삼키지 않도록 길들여야 합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6112,0,0,0,0,0,0,0,0,0,0,512,0,38912,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_107,컴패니언 스틸 체인 메일,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,파손시 전체를 풀고 다시 엮을 필요 없이 수리가 가능하다고 합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6144,0,0,0,0,0,0,0,0,0,0,8192,0,58880,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_108,컴패니언 스케일 메일,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,털이 너무 많은 종류에 착용시 통풍에 신경을 쓸 필요가 있습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6176,0,0,0,0,0,0,0,0,0,0,54016,0,56320,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_109,컴패니언 헤비 스케일 메일,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,빨리 움직여도 비늘 떨리는 소리는 나지 않습니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6208,0,0,0,0,0,0,0,0,0,0,16000,0,12800,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_110,컴패니언 플레이트 아머,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,의외로 저렴한 소재로 만들어진 아머도 존재합니다.,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETAR01_111,컴패니언 풀 플레이트 아머,PetArmor,TRUE,PetArmor,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,DEF,icon_item_shirts_bube,icon_item_shirts_bube,컴패니언 방어구,,,시야와 움직임에 방해가 되지 않도록 착용시키십시오,item_drop_weapon,block_shield.wav,,,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,REQ_PET_EQUIP,,NO,,,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,velhider_saddle,Sword,Melee,Slash,,Both,NO,SH,RH,I_swordtrail004_blue,Sword,,Sword,,C_Sword,NO,,Moru,Velhider,BODY,monster_Velhider_sit,Dummy_body
