ClassID,Weight,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,ClassName,Name,ItemType,Journal,GroupName,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,ItemGrade,TooltipImage,Icon,ReqToolTip,TooltipValue,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,ShopTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,CoolDown,CoolDownGroup,LogoutSave,Reinforce_Type,FileName
16592,0,0,0,0,32768,0,0,0,65024,52429,0,0,0,0,47104,Drug_HPSP3,큰 회복포션,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,item_HPSP_potion_3,item_HPSP_potion_3,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,2초 간격으로 15초 동안 HP와 SP를 744 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_DotBuff,YES,YES,YES,,Normal,Drug_HealHPSP_Dot,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,,NO,SCR_GET_HPSP_COOLDOWN,HPSPPOTION,No,,
16608,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Drug_MaxSTAUP1,STA +5 증가 물약,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,Drug_MaxSTAUP1,Drug_MaxSTAUP1,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,스태미나 +5 증가,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_MaxSTAUP,YES,NO,NO,,Normal,,YES,,YES,,,,NO,,,No,,
16624,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,OnionPiece_Red,붉은 케파 조각,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,OnionPiece_Red,OnionPiece_Red,사용 시 몬스터에게 주기적인 독데미지(Lv1)를 준다.,,야수형 몬스터에게 사용가능,item_drop_stone_1,,,SCR_USEITEM_Taming_Scroll,YES,NO,NO,,Normal,OnionPiece_Red,YES,SCR_PRE_Taming_Scroll,YES,,,,NO,,OnionPiece_Red,No,,
16640,0,0,0,0,16384,0,0,0,65024,52429,0,0,0,0,32768,Drug_Socket,소켓 가공칼,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Jewstone_tool,icon_item_Jewstone_tool,마우스 오른쪽 버튼 클릭으로 사용,,아이템에 소켓을 1개 추가,item_drop_stone_1,,,SCR_ITEM_SOCKET,YES,YES,YES,,Normal,,ITEMTARGET,SCR_PRECHECK_CONSUME,YES,,,,NO,,CONSUME,No,,
16656,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,Heal_HP1,HP 회복약(소),Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Drug_51011,icon_item_Drug_51011,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_DotBuff,YES,YES,YES,,Normal,Drug_HealHP_Dot,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,F_pc_drug_hpup#DELAY_0.2,NO,SCR_GET_HP_COOLDOWN,HPPOTION,No,,
16672,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,Heal_SP1,SP 회복약(소),Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Drug_51021,icon_item_Drug_51021,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_DotBuff,YES,YES,YES,,Normal,Drug_HealSP_Dot,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,F_pc_drug_hpup#DELAY_0.2,NO,SCR_GET_SP_COOLDOWN,SPPOTION,No,,
16688,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Drug_MHP1,HP +5 증가 물약,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Seed_HP1,icon_item_Seed_HP1,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_MaxHPUP,YES,NO,NO,,Normal,,YES,,TX,DRINK,,,NO,,,No,,
16704,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Drug_MHP2,HP +10 증가 물약,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Seed_HP1,icon_item_Seed_HP1,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_MaxHPUP,YES,NO,NO,,Normal,,YES,,TX,DRINK,,,NO,,,No,,
16720,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,24576,Drug_Haste1,이동속도 증가 포션,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,item_speed_requid_1,item_speed_requid_1,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,180초 동안 이동속도를 +5 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_HasteBuff,YES,YES,YES,,Normal,,YES,SCR_PRECHECK_CONSUME,YES,SPRAYFOOT,,,NO,SCR_GET_HASTE_COOLDOWN,HASTEPOTION,No,,
16736,0,0,0,0,16384,0,0,0,65024,52429,0,0,0,0,0,Scroll_WarpKlaipe,워프 주문서,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,GolemMagicItem1,GolemMagicItem1,마우스 오른쪽 버튼 클릭으로 사용,,다른 여신상으로 이동할 수 있습니다. 현재 위치는 여신상에 기억됩니다.,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_Warp,YES,YES,YES,,Normal,,YES,,YES,DRINK,,,NO,,,No,,
16752,0,0,0,0,16384,0,0,0,65024,52429,0,0,0,0,32768,Drug_Socket_Remover,소켓 제거칼,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Jewstone_tool,icon_item_Jewstone_tool,마우스 오른쪽 버튼 클릭으로 사용,,아이템에 소켓을 1개 제거,item_drop_stone_1,,,SCR_ITEM_SOCKET_REMOVE,YES,YES,YES,,Normal,,ITEMTARGET,SCR_PRECHECK_CONSUME,YES,,,,NO,,CONSUME,No,,
16768,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,Velhider_Food,컴패니언 먹이,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_meat_01,icon_item_meat_01,마우스 오른쪽 버튼 클릭으로 사용,,벨하이더의 스태미나를 30 회복 시켜줍니다.,item_drop_stone_1,,,PET_FOOD_USE,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_FOOD,YES,,,,NO,,OnionPiece_Red,No,,
16784,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,24576,food_001,바루날레샤,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Varnalesa,icon_item_Varnalesa,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,SP를 +32~35 회복 시켜줍니다. 손쉽게 구할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.,item_drop_sp_1,consume_drink,,SCR_USE_ITEM_AddSP1,YES,YES,YES,,Normal,,YES,SCR_PRECHECK_CONSUME,YES,POUR,,F_pc_drug_spup,NO,SCR_GET_SP_COOLDOWN,SPPOTION,No,,
16800,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_002,발래리요나스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Valerijonas,icon_item_Valerijonas,마우스 오른쪽 버튼 클릭으로 사용,,약초로 사용되는 꽃입니다.,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16816,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,24576,food_003,초브랠리스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Ciobrelis,icon_item_Ciobrelis,마우스 오른쪽 버튼 클릭으로 사용,,보라색 빛을 띤 꽃입니다. 달여 먹으면 원기회복에 효능이 있습니다. 스태미나를 +8 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다.,item_drop_stone_1,,,SCR_USE_ITEM_AddSTA1,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,F_pc_drug_staup,NO,SCR_GET_STA_COOLDOWN,STAPOTION,No,,
16832,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_004,워시스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Uosis,icon_item_Uosis,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16848,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_005,아말라스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Amalas,icon_item_Amalas,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16864,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_006,아비에테,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Aviete,icon_item_Aviete,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16880,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_007,기슬로티스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Gyslotis,icon_item_Gyslotis,마우스 오른쪽 버튼 클릭으로 사용,,프리스트들의 제례에 사용되는 약초입니다.,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16896,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_008,요나졸레,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Jonazole,icon_item_Jonazole,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16912,0,0,0,0,20480,0,16384,0,65024,52429,0,0,0,0,0,food_009,마이루나스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Mairunas,icon_item_Mairunas,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16928,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_010,라무넬레,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Ramunele,icon_item_Ramunele,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16944,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,food_011,라오도넬리스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Raudonelis,icon_item_Raudonelis,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,단맛이 나는 약초. 상처 치료에 쓰이기도 한다. HP를 회복시켜준다.,item_drop_stone_1,,,SCR_USE_ITEM_Raudonelis,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,F_pc_drug_hpup,NO,SCR_GET_HP_COOLDOWN,OnionPiece_Red,No,,
16960,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_012,양파,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Svogunas,icon_item_Svogunas,마우스 오른쪽 버튼 클릭으로 사용,,양파 껍질은 까본 사람만이 안다.,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16976,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_013,살라위야스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Salavijas,icon_item_Salavijas,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
16992,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,16384,food_014,딜겔레,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Dilgele,icon_item_Dilgele,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,맛은 좋지 않지만 SP를 회복시켜주는 효과가 있다.,item_drop_stone_1,,,SCR_USE_ITEM_Dilgele,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,F_pc_drug_spup,NO,SCR_GET_SP_COOLDOWN,OnionPiece_Red,No,,
17008,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_015,매두스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Medus,icon_item_Medus,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
17024,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_016,누켈라,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Nukela,icon_item_Nukela,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
17040,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_017,도토리,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Acorn,icon_item_Acorn,마우스 오른쪽 버튼 클릭으로 사용,,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
17056,0,0,0,0,2048,0,40960,0,65024,52429,0,0,0,0,24576,food_018,송로버섯,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Truffle,icon_item_Truffle,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,SP를 +350~400 회복 시켜줍니다. 미식가들사이에서는 최고의 진미로 여겨집니다. 마우스 오른쪽 클릭으로 사용합니다.,item_drop_stone_1,,,SCR_USE_ITEM_Truffle,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,F_pc_drug_spup,NO,SCR_GET_SP_COOLDOWN,SPPOTION,No,,
17072,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_019,꽃빵,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_FlowerBun,icon_item_FlowerBun,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
17088,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_020,송이버섯,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Pinemushroom,icon_item_Pinemushroom,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
17104,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_021,베조아르,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Bezoari,icon_item_Bezoari,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,LV50 미션에서 등장하는 미션 글래스몰과 미션 우드스피릿에게서 얻는다.,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
17120,0,0,0,0,16384,0,0,0,65024,52429,0,0,0,0,24576,food_022,레드옥스,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Red_Ox,icon_item_Red_Ox,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,황소같은 체력을 가질 수 있게 해줍니다. 10분간 스태미나가 소비되지 않습니다.,item_drop_hp_1,consume_drink,,SCR_USE_ITEM_RedOxBuff,YES,YES,YES,,Normal,,YES,SCR_PRECHECK_CONSUME,YES,DRINK,,,NO,SCR_GET_STA_COOLDOWN,STAPOTION,No,,
17136,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_023,건빵,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Hardtack,icon_item_Hardtack,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
17152,0,0,0,0,0,0,0,0,65024,52429,0,0,0,0,0,food_024,피렌트 열매,Consume,TRUE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,,icon_item_Apple,icon_item_Apple,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,,item_drop_stone_1,,,,YES,YES,YES,,Normal,ham_obj,YES,SCR_PRECHECK_CONSUME,YES,,,,NO,,OnionPiece_Red,No,,
