ClassID,Duplicate,OverBuff,Lv,GroupIndex,ApplyTime,UpdateTime,BlendIn,BlendOut,EnterParticleScale,LeaveParticleScale,ParticleScale,ParticleRemoveBlendTime,Shadow,BodySize,ElapsedTime,EscHitCount,HitCount,ChangeDefLayer,Range,Value,DMG,hitType,SplRange,SplHeight,SplAngle,SplLimit,AddBuffFreq,AddBuffTime,ClassName,Name,ToolTip,ShowIcon,Icon,SlotType,UpdateProp,Animation,Desc,Group1,Group2,Group3,AddCheckScp,Attribute,UserRemove,Save,LinkBuff,DeadRemove,RemoveLock,Exclusive,HoldMove,HoldRotate,HoldSkill,HoldItem,HoldCancel,IgnoreTargetting,IgnoreNormalHit,IgnorePhysicalSkill,IgnoreMagicalSkill,Invisible,DefenceSCP,TakeDamageSCP,GiveDamageSCP,MoveSCP,UseSkillSCP,Loop,Freeze,Position,FixedScale,EnterParticle,LeaveParticle,Particle,EmitterLoop,Emoticon,BodyColor,Vibrate,ClientScp,HideMon,HidePC,Detected,Pause,Blind,Sound,WeaponTrail,Polymorph,TargetParticle,DMGType,Tooltip_Attr,TooltipType,SplType,OnEnemy,OnFriend,OnNeutral,AddBuffName,DeadParts,DeadSlice,ApplyType,ShowTextEffect,Keyword
0,0,0,0,0,16384,0,0,0,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GungHo,겅호,"공격력이 상승하고, 방어력이 감소합니다.",,warri_gungho,slot_type02,ALL,,Provoke,Buff,Normal,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,Bottom,NO,,,E_buff_gungho,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transparent,투명,투명한 상태.,,speedup,slot_type02,,,Provoke,Buff,Magic,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,3366CC66,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SelfHeal,회복,매 3초당 생명력 회복.,,recovery_up,slot_type02,,HEAL_LOOP,Provoke,Buff,Magic,,,,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,,SCR_SELFHEAL_DAMAGE,,,,NO,NO,,NO,,,F_lineup008_yellow,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,31744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MoveSpeed_Always,이동속도증가,이동 속도 증가.,,move_up,slot_ability,ALL,,Provoke,Buff,Normal,,,,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MonHold,몬스터 홀드,몬스터 홀드 스크립트 연계,,state_stun,slot_ability,,,Provoke,Debuff,Normal,,,,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATKUP,공격력 증가,공격력 증가,,attack_blessing_up,slot_ability,ALL,,Provoke,Buff,Normal,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal
0,0,0,0,0,0,0,0,0,0,0,39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lethargy_Debuff,레써지,공격력과 회피 수치 감소,,wizar_Lethargy,slot_ability,ALL,,Provoke,Debuff,Magic,,,,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,Bottom,NO,,,I_buff_lethargy,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPAndStaUP,"SP, 스태미나 증가","SP, 스태미나 회복량 증가",,waterdrop,slot_ability,ALL,,Provoke,Buff,Magic,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weaken,약화,공격력과 방어력이 감소합니다.,,shield_down,slot_ability,ALL,,Provoke,Debuff,Magic,,,,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic;CureRemove
0,0,0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rage,분노,"분노 상태가 됩니다. 지능과 물리 방어력, 마법 방어력이 하락하고, 힘, 물리 공격력, 이동속도가 증가합니다.",,attack_anger_up,slot_ability,ALL,,Provoke,Buff,Normal,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,item_effect_yellow,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal;CureRemove
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hexing_Buff,헥싱,대상에게 저주를 걸었습니다.,,cler_Hexing,slot_ability,,,Provoke,Buff,Magic,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hexing_Debuff,헥싱,"자연 회복이 불가능하고, 마법 방어력이 하락",,cler_Hexing,slot_ability,ALL,,Provoke,Debuff,Magic,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic;CureRemove;Curse
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PoisonBody,중독의 오오라,"주변의 적에게 독을 퍼트립니다. 달리기, 아이템사용이 제한됩니다.",,waterdrop,slot_ability,,,Provoke,Debuff,Magic,,,,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,F_wiz_skl_mackangdal_smoke,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burrow,버로우,버로우,,land_attribute,slot_ability,ALL,BURROW,Provoke,Buff,Magic,,,,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,Burrow_TakeDamage,,BUFF_MOVE_EXIT,EXIT_BUFF,NO,NO,,NO,,,,NO,,,,Burrow,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grow,성장,성장,,land_attribute,slot_ability,,,Provoke,Buff,Normal,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal
0,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Confuse,혼란,적과 아군을 구분 하지 못합니다.,,state_crazy,slot_ability,,,Provoke,Debuff,Confuse,,,,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal;Confuse
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiseup,경직,플레이어 RAISEUP,,move_no,slot_ability,,RAISEUP,Provoke,Debuff,Magic,,,,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Magic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DeedsOfValor,디드 오브 밸러,"적에게 공격 받을때마다 공격력이 증가하고, 방어력이 감소합니다.",,warri_deedsofvalor,slot_ability,ALL,,Provoke,Buff,Normal,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frozen,얼어붙음,액터 Frozen,,state_freeze,slot_ability,,,Provoke,Debuff,Freeze,,,,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,,NO,,,,NO,,,,,NO,,,,,,,,,,,Buff,,NO,NO,NO,,,,Body,NO,Freeze
